"Churches, chantries and chapels",Churches,Collegiate Churches; Parish Churches; Prebendal Churches,"For eg: parish churches, detention/occupation of; farming of; consecration of; dedication of. See also Religious Houses, Types, A-Z",,,,,,,,,,
"Churches, chantries and chapels",Churchyards,Burial grounds; Cemeteries; Chapelyards; Graveyards,For eg: consecration of; desecration of; reconciliation of,,,,,,,,,,
"Churches, chantries and chapels",Colleges,,,,,,,,,,,,
"Churches, chantries and chapels",Collegiate Churches,Churches,,,,,,,,,,,
"Churches, chantries and chapels",Donative Chapels,Chapels,,,,,,,,,,,
"Churches, chantries and chapels",Free Chapels,Chapels,,,,,,,,,,,
"Churches, chantries and chapels",Graveyards,Burial grounds; Cemeteries; Chapelyards; Churchyards,,,,,,,,,,,
"Churches, chantries and chapels",Hospital Chapels,Chapels,,,,,,,,,,,
"Churches, chantries and chapels",Lady Chapels,Chapels,,,,,,,,,,,
"Churches, chantries and chapels",Manorial Chapels,Chapels,,,,,,,,,,,
"Churches, chantries and chapels",Oratories,,Incl licensed for specific periods or purposes,,,,,,,,,,
"Churches, chantries and chapels",Parish Churches,Churches,,,,,,,,,,,
"Churches, chantries and chapels",Prebendal Churches,Churches,,,,,,,,,,,
"Churches, chantries and chapels",Private Chapels,Chapels,,,,,,,,,,,
"Churches, chantries and chapels",Rectory Chapels,Chapels,,,,,,,,,,,
"Churches, chantries and chapels",Royal Free Chapels,Chapels,,,,,,,,,,,
"Churches, chantries and chapels",Sanctuaries,,,,,,,,,,,,
"Clergy and Religious, marks/symbols of office",Cross of Canterbury,,"See also Church Furniture and Ornaments; Clergy and religious, marks/symbols of office; Jewellery and personal effects; Vestments",,,,,,,,,,
"Clergy and Religious, marks/symbols of office",Croziers,,Incl usurpation of,,,,,,,,,,
"Clergy and Religious, marks/symbols of office",Mitres,,Incl usurpation of,,,,,,,,,,
"Clergy and Religious, marks/symbols of office",Rings,,Incl bishops' rings; papal rings,,,,,,,,,,
"Clergy and Religious, marks/symbols of office",Tonsures,,Incl first tonsures,,,,,,,,,,
"Clergy, ordination",Holy Orders,Orders,Incl Holy Orders required,,,,,,,,,,
"Clergy, ordination",Minor Orders,Orders,,,,,,,,,,,
"Clergy, ordination",Orders,Holy Orders; Minor Orders,"Orders, incl letters of Orders, to be produced. See also Archives and manuscripts, Letters dimissory; Benefice and Office holding; Sins, correction and forgiveness, Dispensations",,,,,,,,,,
"Clergy, ordination",Ordinations,,"Ordination of the clergy; Use for types and circumstance of, A-Z. For eg: before disclosure of bastardy; before dispensation for bastardy; forcible; in secret; without Letters dimissory; also licence to grant; failure to be ordained; times for ",,,,,,,,,,
"Clothes, clothing and fabrics",Boots,,"Clothes, types, A-Z; Clothing, of specific persons or groups; Fabrics, types, A-Z; see also Jewellery and personal effects; Vestments",,,,,,,,,,
"Clothes, clothing and fabrics",Caps,,,,,,,,,,,,
"Clothes, clothing and fabrics",Clothing,,,,,,,,,,,,
"Clothes, clothing and fabrics",Gloves,,,,,,,,,,,,
"Clothes, clothing and fabrics",Shoes,,,,,,,,,,,,
Corrodies and Pensions,Commons,,Incl liveries of,,,,,,,,,,
Corrodies and Pensions,Corrodies,,Use for Corrodies for specific persons or groups and circumstances. For eg: forbidden without archbishop's consent; granted; licensed; liveries of; requested; sale of,,,,,,,,,,
Corrodies and Pensions,Doles,,incl liveries of; sale of,,,,,,,,,,
Corrodies and Pensions,Pensions,,"Use for Pensions for specific persons (eg: former head of religious house; former incumbent) or groups and circumstances. For eg: forbidden without archbishop's consent; granted; licensed; liveries of; owed; requested; sale of; licences to grant, ordinances",,,,,,,,,,
Corrodies and Pensions,Pittances,,incl liveries of,,,,,,,,,,
"Councils, Convocations and Synods",Constitutions,Acts; Statutes,incl of Synods,,,,,,,,,,
"Councils, Convocations and Synods",Convocations,,Incl attendance/non attendance at; attendance at by proctor; attendance at excused; (future) holding of,,,,,,,,,,
"Councils, Convocations and Synods",Great Council,,,,,,,,,,,,
"Councils, Convocations and Synods",Synods,,"Use for articular Synods, add feast/time of year as necessary, eg: Easter Synods. Incl administration of holding,etc., for eg: commission to hold; summons to; licence not to attend (for a period, eg: life); non attendance at",,,,,,,,,,
"Courts, Civil",Assizes,Assizes of Darrein presentment; Assizes of Mort d'ancestor; Assizes of Novel disseisin; Assizes Utrum,Proceedings,,,,,,,,,,
"Courts, Civil",Assizes of Darrein presentment,Assizes,,,,,,,,,,,
"Courts, Civil",Assizes of Mort d'ancestor,Assizes,,,,,,,,,,,
"Courts, Civil",Assizes of Novel disseisin,Assizes,,,,,,,,,,,
"Courts, Civil",Assizes Utrum,Assizes,,,,,,,,,,,
"Courts, Civil",Chancery,,,,,,,,,,,,
"Courts, Civil",Common Pleas,,,,,,,,,,,,
"Courts, Civil",Courts,,"Courts, Civil: use for Courts, named, A-Z",,,,,,,,,,
"Courts, Civil",Exchequer,,,,,,,,,,,,
"Courts, Civil",Gaol Deliveries,,,,,,,,,,,,
"Courts, Civil",King's Bench,,,,,,,,,,,,
"Courts, Civil",Lawsuits,,incl vexatious,,,,,,,,,,
"Courts, Civil",Manorial Courts,,,,,,,,,,,,
"Courts, Civil",Oyer and Terminer,,,,,,,,,,,,
"Courts, Civil",Parliaments,,incl attendance at,,,,,,,,,,
"Courts, Civil",Quo Warranto proceedings,,,,,,,,,,,,
"Courts, Civil",Sheriff's Tourn,,,,,,,,,,,,
"Courts, Civil",Wapentake Courts,,,,,,,,,,,,
"Courts, Ecclesiastical",Appeals,,,,,,,,,,,,
"Courts, Ecclesiastical",Archdeacons' Courts,,"see also Occupations, offices and status for court officials, etc.",,,,,,,,,,
"Courts, Ecclesiastical",Bastardy,,incl of the clergy; of lay people; allegations of bastardy of lay people. See also Dispensations,,,,,,,,,,
"Courts, Ecclesiastical",Causes,Causes before archbishop; Causes before papal judges delegate,"by type, A-Z; See also main headings Matrimony; Probate; Dues and offerings, Ecclesiastical, Tithes",,,,,,,,,,
"Courts, Ecclesiastical",Causes before archbishop,Causes,,,,,,,,,,,
"Courts, Ecclesiastical",Causes before papal judges delegate,Causes,,,,,,,,,,,
"Courts, Ecclesiastical",Chancery Court,,,,,,,,,,,,
"Courts, Ecclesiastical",Citations,,,,,,,,,,,,
"Courts, Ecclesiastical",Commissary's Court,,,,,,,,,,,,
"Courts, Ecclesiastical",Commissions ,,"Commissions, incl to hear; to understand and proceed; to examine 'sub mutuae vicissitudinis obtentu'",,,,,,,,,,
"Courts, Ecclesiastical",Compositions,,,,,,,,,,,,
"Courts, Ecclesiastical",Consistory Court,,,,,,,,,,,,
"Courts, Ecclesiastical",Counsel,,,,,,,,,,,,
"Courts, Ecclesiastical",Court of Audience,,,,,,,,,,,,
"Courts, Ecclesiastical",Court of Delegates,,,,,,,,,,,,
"Courts, Ecclesiastical",Court of High Commission,,,,,,,,,,,,
"Courts, Ecclesiastical",Courts,,"Used for types of Court, A-Z",,,,,,,,,,
"Courts, Ecclesiastical",Dean and Chapter's Court,,,,,,,,,,,,
"Courts, Ecclesiastical",Depositions,,,,,,,,,,,,
"Courts, Ecclesiastical",Evidence,,,,,,,,,,,,
"Courts, Ecclesiastical",Ex Officio Causes,,,,,,,,,,,,
"Courts, Ecclesiastical",Exchequer Court,,,,,,,,,,,,
"Courts, Ecclesiastical",Instance Causes,,,,,,,,,,,,
"Courts, Ecclesiastical",Interrogatories,,,,,,,,,,,,
"Courts, Ecclesiastical",Libels,,,,,,,,,,,,
"Courts, Ecclesiastical",Monitions,,,,,,,,,,,,
"Courts, Ecclesiastical",Peculiar Courts,,,,,,,,,,,,
"Courts, Ecclesiastical",Prerogative Court of Canterbury,,,,,,,,,,,,
"Courts, Ecclesiastical",Prerogative Court of York,,,,,,,,,,,,
"Courts, Ecclesiastical",Presentations,,,,,,,,,,,,
"Courts, Ecclesiastical",Prohibitions,,,,,,,,,,,,
"Courts, Ecclesiastical",Provisions of counsel,,,,,,,,,,,,
"Courts, Ecclesiastical",Purgations,,,,,,,,,,,,
"Courts, Ecclesiastical",Sentences,,,,,,,,,,,,
"Courts, Ecclesiastical",Sequestrations,,,,,,,,,,,,
"Courts, Ecclesiastical",Witnesses,,incl citation contested,,,,,,,,,,
Crime and Punishment,Abduction,,"Crimes and misdemeanours, types, A-Z; see also Sins, correction and forgiveness",,,,,,,,"Melton, 1",,
Crime and Punishment,Abjurations,,,,,,,,,,,,
Crime and Punishment,Acquittal,,,,,,,,,,,,
Crime and Punishment,Arson,,,,,,,,,,,,
Crime and Punishment,Assault,,,,,,,,,,,,
Crime and Punishment,Burglary,,,,,,,,,,,,
Crime and Punishment,Criminous Clerks,,"Use for commissions to receive; commissions to receive and seek out; escape of; release of. See also Sins, correction and forgiveness",,,,,,,,,,
Crime and Punishment,Farming without licence,,,,,,,,,,,,
Crime and Punishment,Harbouring felons,,,,,,,,,,,,
Crime and Punishment,Homicide,,,,,,,,,,,,
Crime and Punishment,Housebreaking,,,,,,,,,,,,
Crime and Punishment,Murder,,,,,,,,,,,,
Crime and Punishment,Pardons,,,,,,,,,,,,
Crime and Punishment,Poaching,,,,,,,,,,,,
Crime and Punishment,Poisoning,,,,,,,,,,,,
Crime and Punishment,Prisoners,,incl release of,,,,,,,,,,
Crime and Punishment,Robbery,,,,,,,,,,,,
Crime and Punishment,Violence,,incl violence by clergy/religious; towards clergy/religious,,,,,,,,,,
Death and burial,Burial,,"Use for burial in specific places, eg: in cathedral; also feigned burial. See also Cemeteries, Churchyards, Chapelyards; see Rites, Sacraments, Sacramentals, Ceremonies and equipment for Funerals",,,,,,,,,,
Death and burial,Death,,incl feigned death,,,,,,,,,,
Death and burial,Exhumation,,,,,,,,,,,,
Death and burial,Reburial,,,,,,,,,,,,
Death and burial,Tombstones,,,,,,,,,,,,
"Diseases, Health and Medicine",Blindness,,,,,,,,,,,,
"Diseases, Health and Medicine",Disabilities,,"Disabilities, named, A-Z; see also Age",,,,,,,,,,
"Diseases, Health and Medicine",Diseases,,"Diseases, named, A-Z",,,,,,,,,,
"Diseases, Health and Medicine",Illness,,,,,,,,,,,,
"Diseases, Health and Medicine",Infirmity,,,,,,,,,,,,
"Diseases, Health and Medicine",Lepers,,"Sufferers, by type of disease or disability, A-Z",,,,,,,,,,
"Diseases, Health and Medicine",Medical treatment,,,,,,,,,,,,
"Diseases, Health and Medicine",Medicines,,"Medicines, named, A-Z",,,,,,,,,,
"Diseases, Health and Medicine",Mental health,,,,,,,,,,,,
"Diseases, Health and Medicine",Paralysis,,,,,,,,,,,,
"Diseases, Health and Medicine",Plague,,,,,,,,,,,,
"Diseases, Health and Medicine",Recovery,,from illness,,,,,,,,,,
"Diseases, Health and Medicine",Recuperation,,from illness,,,,,,,,,,
"Diseases, Health and Medicine",Sufferers,,,,,,,,,,,,
"Disputes, enquiries, arbitrations and agreements",Agreements,,,,,,,,,,,,
"Disputes, enquiries, arbitrations and agreements",Arbitrations,,,,,,,,,,,,
"Disputes, enquiries, arbitrations and agreements",Compositions,,,,,,,,,,,,
"Disputes, enquiries, arbitrations and agreements",Disputes,,,,,,,,,,,,
"Disputes, enquiries, arbitrations and agreements",Inquisitions,,"Unspecified, otherwise see under subject; Use for form of inquisitions",,,,,,,,,,
"Disputes, enquiries, arbitrations and agreements",Oaths,,,,,,,,,,,,
"Disputes, enquiries, arbitrations and agreements",Ratifications,,of agreements,,,,,,,,,,
"Dues and offerings, Ecclesiastical",Altarage,,"Dues and offerings, Ecclesiastical, incl withholding or non payment of; excused; not exacted/demanded/taken;  ",,,,,,,,,,
"Dues and offerings, Ecclesiastical",Annates,,,,,,,,,,,,
"Dues and offerings, Ecclesiastical",Cathedraticum,,,,,,,,,,,,
"Dues and offerings, Ecclesiastical",Church rates,,,,,,,,,,,,
"Dues and offerings, Ecclesiastical",Churchings,,as a type of offering,,,,,,,,,,
"Dues and offerings, Ecclesiastical",Compositions for Tithes,Modus; Tithes,,,,,,,,,,,
"Dues and offerings, Ecclesiastical",Customary payments,,"eg general, of parishioners",,,,,,,,,,
"Dues and offerings, Ecclesiastical",Easter Offerings,,,,,,,,,,,,
"Dues and offerings, Ecclesiastical",First Fruits,,,,,,,,,,,,
"Dues and offerings, Ecclesiastical",Great Tithes,Rectorial Tithes; Tithes,"Generally corn, grain, hay and wood, commonly payable to the rector of the parish",,,,,,,,,,
"Dues and offerings, Ecclesiastical",Impropriation of Tithes,Tithes,,,,,,,,,,,
"Dues and offerings, Ecclesiastical",Mixed Tithes,Tithes,Use for tithes of 'all things nourished by the ground' (TNA research guide),,,,,,,,,,
"Dues and offerings, Ecclesiastical",Oblations,,"incl for the parish church; for wax. See also Courts, Ecclesiastical",,,,,,,,,,
"Dues and offerings, Ecclesiastical",Offerings,,incl for dues of Passage; funerals; vigils; weddings ,,,,,,,,,,
"Dues and offerings, Ecclesiastical",Personal Tithes,Tithes,Use for the 'produce of man's labour' (TNA research guide),,,,,,,,,,
"Dues and offerings, Ecclesiastical",Peter's Pence,Romscot,,,,,,,,,,,
"Dues and offerings, Ecclesiastical",Prebendal Tithes,Tithes,,,,,,,,,,,
"Dues and offerings, Ecclesiastical",Predial Tithes,Tithes,Use for tithes of 'all things arising from the ground and subject to annual increase' (TNA research guide),,,,,,,,,,
"Dues and offerings, Ecclesiastical",Principals,,"Defined as: 'The best item of moveable property belonging to an estate, as bequeathed or inherited by custom ' (OED), therefore similar to the best beast,perhaps also the best produce for tithes? ",,,,,,,,,,
"Dues and offerings, Ecclesiastical",Procurations,,,,,,,,,,,,
"Dues and offerings, Ecclesiastical",Quadragesimals,Letare,,,,,,,,,,,
"Dues and offerings, Ecclesiastical",Separation of Tithes,Tithes,,,,,,,,,,,
"Dues and offerings, Ecclesiastical",Servitia,,,,,,,,,,,,
"Dues and offerings, Ecclesiastical",Small Tithes,Vicarial Tithes; Tithes,"Generally all other predial tithes than those classed as great tithes, all mixed and personal tithes, commonly payable to the vicar of the parish (TNA research guide)",,,,,,,,,,
"Dues and offerings, Ecclesiastical",Subtraction of Tithes,Tithes,Usually the subject of a cause in the Ecclesiastical Courts,,,,,,,,,,
"Dues and offerings, Ecclesiastical",Synodals,,,,,,,,,,,,
"Dues and offerings, Ecclesiastical",Tithes,Compositions for Tithes; Geat Tithes; Impropriation of Tithes; Mixed Tithes; Personal Tithes; Prebendal Tithes; Predial Tithes; Separation of Tithes; Small Tithes; Subtraction of Tithes,"Tithes, by commodity or activity; see also Agriculture and Land Use; Animals, fish and birds, incl game and livestock; Farming, fishery and food production; Trade and commerce. Use for licences to farm, let or sell, incl before separation, before separation for a specific period; other subjects include delivery of; inquisitions into; payment of; stay of payment of; ordinances; confirmation of ordinances",,,,,,,,,,
"Dues and offerings, Lay",Heriots,,,,,,,,,,,,
"Dues and offerings, Lay",Mortuaries,,,,,,,,,,,,
"Dues and offerings, Lay",Tolls,,,,,,,,,,,,
"Farming, fishery and food production",Arable farming,Farming,,,,,,,,,,,
"Farming, fishery and food production",Dairy farming,Farming,,,,,,,,,,,
"Farming, fishery and food production",Farming,Arable farming; Dairy farming; Livestock farming; Sheep farming,,,,,,,,,,,
"Farming, fishery and food production",Fishery,,,,,,,,,,,,
"Farming, fishery and food production",Food production,,,,,,,,,,,,
"Farming, fishery and food production",Livestock farming,Farming,General,,,,,,,,,,
"Farming, fishery and food production",Sheep farming,Farming,,,,,,,,,,,
"Farming, fishery and food production",Wool,,"See also Dues and offerings, Ecclesiastical, Tithes; Trade and commerce",,,,,,,,,,
"Finance, Money, Accounts and accounting",Accounts,Administrators' Accounts; Administratrixes' Accounts; Churchwardens' Accounts; Executors' Accounts; Executrixes' Accounts,"Accounts, of individuals or institutions, A-Z; use for circumstances, eg: disclosure of; liveries of; rendering of",,,,,,,,,,
"Finance, Money, Accounts and accounting",Acquittances,,"Acquittances of persons (administrators, executors, etc) or for specific reasons (debt; Papal dues; Peter's pence; procurations; stipends)",,,,,,,,,,
"Finance, Money, Accounts and accounting",Administrators' Accounts,Accounts,ie administrator of estate of intestate,,,,,,,,,,
"Finance, Money, Accounts and accounting",Administratrixes' Accounts,Accounts,,,,,,,,,,,
"Finance, Money, Accounts and accounting",Churchwardens' Accounts,Accounts,,,,,,,,,,,
"Finance, Money, Accounts and accounting",Debts,,incl of recognizances,,,,,,,,,,
"Finance, Money, Accounts and accounting",Distraint,,,,,,,,,,,,
"Finance, Money, Accounts and accounting",Executors' Accounts,Accounts,,,,,,,,,,,
"Finance, Money, Accounts and accounting",Executrixes' Accounts,Accounts,,,,,,,,,,,
"Finance, Money, Accounts and accounting",Fines,,,,,,,,,,,,
"Finance, Money, Accounts and accounting",Forfeitures,,incl of lands,,,,,,,,,,
"Finance, Money, Accounts and accounting",Loans,,,,,,,,,,,,
"Finance, Money, Accounts and accounting",Money,,,,,,,,,,,,
"Finance, Money, Accounts and accounting",Mulcts,,,,,,,,,,,,
"Finance, Money, Accounts and accounting",Warrants,,incl for payment,,,,,,,,,,
"Food, foodstuffs and drink",Ale,Bread and ale,,,,,,,,,,,
"Food, foodstuffs and drink",Bread,Bread and ale,,,,,,,,,,,
"Food, foodstuffs and drink",Bread and ale,Levedimete; Bread; Ale,,,,,,,,,,,
"Food, foodstuffs and drink",Drinks,,"Drinks, by type, A-Z",,,,,,,,,,
"Food, foodstuffs and drink",Eggs,,,,,,,,,,,,
"Food, foodstuffs and drink",Food,,"See also Agriculture and land use for Crops; Farming, fishery and food production for processes",,,,,,,,,,
"Food, foodstuffs and drink",Foodstuffs,,"Foodstuffs, by type, A-Z",,,,,,,,,,
"Food, foodstuffs and drink",Malt,,,,,,,,,,,,
"Food, foodstuffs and drink",Meals,,,,,,,,,,,,
"Food, foodstuffs and drink",Milk,,,,,,,,,,,,
"Food, foodstuffs and drink",Vegetables,,,,,,,,,,,,
"Forests, parks, chases and woods",Chases,,,,,,,,,,,,
"Forests, parks, chases and woods",Forests,,"Forests, named, A-Z",,,,,,,,,,
"Forests, parks, chases and woods",Parks,,"Parks, named, A-Z; Parks, of named individuals or groups, by name or office, A-Z",,,,,,,,,,
"Forests, parks, chases and woods",Woods,,"Woods, named, A-Z",,,,,,,,,,
"Furniture and equipment, household",Drinking horns,,,,,,,,,,,,
"Furniture and equipment, household",Furniture,,"Furniture, by type, A-Z",,,,,,,,,,
"Furniture and equipment, household",Household equipment,,"Equipment, household, by type, A-Z",,,,,,,,,,
"Furniture and equipment, household",Pitchers,,,,,,,,,,,,
"Furniture and equipment, household",Tables,,,,,,,,,,,,
"Income, Revenues and Profits",Fruits,,of church,,,,,,,,,,
"Income, Revenues and Profits",Prebends,,incl defects,,,,,,,,,,
"Income, Revenues and Profits",Rents,,,,,,,,,,,,
"Income, Revenues and Profits",Revenues,Revenues for archbishop,"Use for other types, for eg: revenues of appropriated churches",,,,,,,,,,
"Income, Revenues and Profits",Revenues for archbishop,Mensa; Revenues,Use for revenues earmarked for livelihood of archbishop/bishop,,,,,,,,,,
"Income, Revenues and Profits",Stipends,,incl payment of,,,,,,,,,,
Jewellery and personal effects,Rings,,"See also Benefice and Office holding; Clergy and Religious, marks/symbols of office; for Plate, see Church Furniture and Ornaments",,,,,,,,,,
Languages,Dutch,,,,,,,,,,,,
Languages,English,,Use for documents in; use of,,,,,,,,,,
Languages,French,,,,,,,,,,,,
Languages,German,,,,,,,,,,,,
"Liberties, franchises and regalities",Assize of bread and ale,,,,,,,,,,,,
"Liberties, franchises and regalities",Franchises,,,,,,,,,,,,
"Liberties, franchises and regalities",Free warren,,,,,,,,,,,,
"Liberties, franchises and regalities",Gallows,,,,,,,,,,,,
"Liberties, franchises and regalities",Infangetheof and Outfangetheof,,,,,,,,,,,,
"Liberties, franchises and regalities",Liberties,,"See also Markets and Fairs, Forests, parks, chases and woods; incl those of ferryboats, swans",,,,,,,,,,
"Liberties, franchises and regalities",Pillory and tumbrel,,,,,,,,,,,,
"Liberties, franchises and regalities",Regalities,,,,,,,,,,,,
"Liberties, franchises and regalities",View of frankpledge,,,,,,,,,,,,
"Liberties, franchises and regalities",Waifs and strays,,,,,,,,,,,,
Liturgy and worship,Anniversaries,,,,,,,,,,,,
Liturgy and worship,Canonical hours,Divine Office,The eight services which make up the Divine Office,,,,,,,,,,
Liturgy and worship,Choirs,,ie singers,,,,,,,,,,
Liturgy and worship,Church Music,,"Use for chanting; singing. See also Church furniture and ornaments, Organs",,,,,,,,,,
Liturgy and worship,Commendation,,,,,,,,,,,,
Liturgy and worship,Compline,,,,,,,,,,,,
Liturgy and worship,Days of Prayer,,,,,,,,,,,,
Liturgy and worship,Divine Office,Canonical hours,incl for suspension of; relaxation of suspension,,,,,,,,,,
Liturgy and worship,Hail Mary,Ave Maria; Prayers,,,,,,,,,,,
Liturgy and worship,High Masses,Masses,,,,,,,,,,,
Liturgy and worship,Hymns,,,,,,,,,,,,
Liturgy and worship,Lauds,,,,,,,,,,,,
Liturgy and worship,Litany,,,,,,,,,,,,
Liturgy and worship,Lord have mercy,Kyrie Eleison; Prayers,,,,,,,,,,,
Liturgy and worship,Masses,High Masses; Morning Masses; Private Masses; Requiem Masses; Sung Masses; Trentals,"Masses, for specific occasions, by type, A-Z, incl masses for the day; for Saints, etc., named, A-Z, incl for the Blessed Virgin Mary; the Holy Cross; for groups, incl the living and the dead; the dead and for souls of the departed",,,,,,,,,,
Liturgy and worship,Matins,,,,,,,,,,,,
Liturgy and worship,Memorials,,,,,,,,,,,,
Liturgy and worship,Morning Masses,Masses,,,,,,,,,,,
Liturgy and worship,Nones,,,,,,,,,,,,
Liturgy and worship,Obits,,,,,,,,,,,,
Liturgy and worship,Our Father,Pater Noster; Prayers,,,,,,,,,,,
Liturgy and worship,Placebo and Dirige,,First words of first antiphons of Vespers and Matins sung in the office of the dead (Du Boulay),,,,,,,,,,
Liturgy and worship,Prayers,Hail Mary; Lord have mercy; Our Father,"Prayers, for specific persons or occasions, by type, A-Z, incl for eg: for end of plague; for end of wars (with specific people, such as the French, the Scots); for good weather; for peace; for the state of the realm; Incl for eg: for the king; the king's health; for the queen; prayers for the living and the dead; prayers for the dead; prayers for the souls of the departed; also Prayers, named, A-Z, added as sub-headings",,,,,,,,,,
Liturgy and worship,Preaching,,,,,,,,,,,,
Liturgy and worship,Prime,,,,,,,,,,,,
Liturgy and worship,Private Masses,Masses,,,,,,,,,,,
Liturgy and worship,Requiem masses,Masses for the dead; Mass of the dead,,,,,,,,,,,
Liturgy and worship,Sarum use,,,,,,,,,,,,
Liturgy and worship,Sext,,,,,,,,,,,,
Liturgy and worship,Sung Masses,Masses,,,,,,,,,,,
Liturgy and worship,Terce,,,,,,,,,,,,
Liturgy and worship,Trentals,Masses,,,,,,,,,,,
Liturgy and worship,Vespers,,,,,,,,,,,,
Markets and Fairs,Fairs,,"See also Franchises, Liberties and Regalities",,,,,,,,,,
Markets and Fairs,Markets,,,,,,,,,,,,
Matrimony,Affinity,,"Causes relating to this subject heard in the Ecclesiastical Courts, see Courts, Ecclesiastical. See also Church Furniture, Tables of Degrees",,,,,,,,,,
Matrimony,Alimony,,,,,,,,,,,,
Matrimony,Annulment,,,,,,,,,,,,
Matrimony,Banns ,,,,,,,,,,,,
Matrimony,Bigamy,,,,,,,,,,,,
Matrimony,Celibacy,,,,,,,,,,,,
Matrimony,Clandestine Marriages,,,,,,,,,,,,
Matrimony,Dispensations,,,,,,,,,,,,
Matrimony,Divorce,,,,,,,,,,,,
Matrimony,Impediments,,,,,,,,,,,,
Matrimony,Irregular Marriages,,,,,,,,,,,,
Matrimony,Jactitation of Marriage,,,,,,,,,,,,
Matrimony,Maintenance,,incl pending divorce,,,,,,,,,,
Matrimony,Marriage licence allegations,,,,,,,,,,,,
Matrimony,Marriage licence bonds,,,,,,,,,,,,
Matrimony,Marriage licences,,,,,,,,,,,,
Matrimony,Marriage of clergy,,,,,,,,,,,,
Matrimony,Marriage of religious,,,,,,,,,,,,
Matrimony,Nullity,,,,,,,,,,,,
Matrimony,Restitution of Conjugal rights,,,,,,,,,,,,
Matrimony,Separation,Separation a mensa et thoro; Separation from bed and board; Divorce a mensa et thoro; Divorce from bed and board,,,,,,,,,,,
Minors,Babies,,"See also Rites, Sacraments, Sacramentals, Ceremonies and equipment, Baptisms",,,,,,,,,,
Minors,Boys,,"For eg: responsibility for; tutors/curators for. See also Age; Schools, Universities, Study, Teachers and Pupils; see Women and girls specifically for girls",,,,,,,,,,
Minors,Children,,"For eg: responsibility for; tutors for. See also Age; Schools, Universities, Study, Teachers and Pupils; see Women and girls specifically for girls",,,,,,,,,,
Minors,Young people,,"For eg: responsibility for; curators for. See also Age; Schools, Universities, Study, Teachers and Pupils. See Women and girls specifically for girls",,,,,,,,,,
"Occupations, offices and status",Abbesses,,"Occupations and offices, Lay, Ecclesiastical, status, etc., A-Z; see also Organisations and Associations, Lay and Ecclesiastical for Abbesses and Convents, Prioresses and Convents (as a body); All terms relating to females also under Women and girls",,,,,,,,,,
"Occupations, offices and status",Abbots,,"See also Organisations and Associations, Lay and Ecclesiastical for Abbots and Convents, Priors and Convents, etc (as a body)",,,,,,,,,,
"Occupations, offices and status",Acolytes,,,,,,,,,,,,
"Occupations, offices and status",Administratrixes,,See also Probate,,,,,,,,,,
"Occupations, offices and status",Administrators,,See also Probate,,,,,,,,,,
"Occupations, offices and status",Advocates,,,,,,,,,,,,
"Occupations, offices and status",Aldermen,,,,,,,,,,,,
"Occupations, offices and status",Alms collectors,Pardoners; Questors,,,,,,,,,,,
"Occupations, offices and status",Altaristas,,,,,,,,,,,,
"Occupations, offices and status",Anchoresses,Hermits,,,,,,,,,,,
"Occupations, offices and status",Anchorites,Hermits,,,,,,,,,,,
"Occupations, offices and status",Annuellars,,,,,,,,,,,,
"Occupations, offices and status",Apothecaries,,,,,,,,,,,,
"Occupations, offices and status",Apparitors,,,,,,,,,,,,
"Occupations, offices and status",Archbishops,,,,,,,,,,,,
"Occupations, offices and status",Archbishops' Clerks,,,,,,,,,,,,
"Occupations, offices and status",Archbishops' Officials,,,,,,,,,,,,
"Occupations, offices and status",Archdeacons,,,,,,,,,,,,
"Occupations, offices and status",Attorneys,,,,,,,,,,,,
"Occupations, offices and status",Auditors,,,,,,,,,,,,
"Occupations, offices and status",Bailiffs,,,,,,,,,,,,
"Occupations, offices and status",Bankers,,incl Merchant Bankers,,,,,,,,,,
"Occupations, offices and status",Barons,,,,,,,,,,,,
"Occupations, offices and status",Barons of Exchequer,,,,,,,,,,,,
"Occupations, offices and status",Bastards,,,,,,,,,,,,
"Occupations, offices and status",Beneficed Clergy,Clergy,,,,,,,,,,,
"Occupations, offices and status",Bishops,,,,,,,,,,,,
"Occupations, offices and status",Bishops' Officials,,,,,,,,,,,,
"Occupations, offices and status",Bursars,,,,,,,,,,,,
"Occupations, offices and status",Canonesses,,,,,,,,,,,,
"Occupations, offices and status",Canons,Regular Canons; Canons Residentiary; Clerks of Barfels,,,,,,,,,,,
"Occupations, offices and status",Canons Residentiary,Canons,,,,,,,,,,,
"Occupations, offices and status",Cellarers,,,,,,,,,,,,
"Occupations, offices and status",Censers,,,,,,,,,,,,
"Occupations, offices and status",Chamberlains,,,,,,,,,,,,
"Occupations, offices and status",Chancellors,,,,,,,,,,,,
"Occupations, offices and status",Chantry Chaplains,Cantarists; Chaplains,,,,,,,,,,,
"Occupations, offices and status",Chantry Priests,Priests,,,,,,,,,,,
"Occupations, offices and status",Chaplains,Chantry Chaplains; Parochial Chaplains; Private Chaplains; Stipendiary Chaplains,,,,,,,,,,,
"Occupations, offices and status",Chapters,,,,,,,,,,,,
"Occupations, offices and status",Choristers,,,,,,,,,,,,
"Occupations, offices and status",Churchwardens,Oeconomi,,,,,,,,,,,
"Occupations, offices and status",Clergy,Beneficed Clergy; Unbeneficed Clergy,,,,,,,,,,,
