Nendyke,,Katherine,,0000-0000,1508-1539,,Prioress of Wykeham,,"Heads of Religious Houses, III",Nendik; Endyk; Endyke,Cistercian
Neville,,Robert,,0000-1550,1550-1550,,Prebendary of Bilton,,Fasti,,
Newman,,John,,0000-1547,1510-1547,,Prebendary of Warthill,,Fasti,,Dead by 1547
Newton,,Francis,,0000-1572,1560-1572,,Prebendary of North Newbald,,Fasti; ODNB,,"Also Dean of Winchester, 1565-1572; Dead by 1572"
Norman,Master,Richard,,0000-1566,1558-1566,,Prebendary of Holme (Archiepiscopi),,Fasti,,Resigned or dead by 1566
Normavell,,Eleanor,,0000-0000,0000-0000,,Prioress of Nun Appleton,,"Heads of Religious Houses, III",Normabell,Cistercian
Norton,,Baldwin,,0000-0000,1559-1562,,Prebendary of Langtoft,,Fasti,,
Nowell,,Lawrence,,c 1516-1576,1566-1576,,Prebendary of Ampleforth,,Fasti; ODNB,,"Also Dean of Lichfield, 1560-1576"
Paddy,,Richard,,0000-0000,c 1536-1538,,Prior of St Bees,,"Heads of Religious Houses, III",Padde; Paddye,"Benedictine, cell of York, St Mary's"
Palmer,,Richard,,0000-1631,1624-1631,,Precentor of York,,Fasti,,
Palmer,,William,,1539-1605,1571-1605,,"Chancellor of York; Prebendary of Riccall, 1570-1571",,Fasti; ODNB,,
Palmes,,George,,0000-0000,1544-1560,,"Archdeacon of York; Prebendary of Givendale, 1539-1544; Prebendary of Wetwang, 0000-1559",,Fasti,,"Deprived by Jan 1560, so perhaps in office until 1559"
Parkinson,,Martin,,0000-1569,1568-1569,,Archdeacon of the East Riding,,Fasti,,"Installed 17 May 1569, dead by 14 July 1569."
Parry,,Henry,,0000-1571,1570-1571,,Prebendary of Botevant,,Fasti,,"ck if Chancellor of Salisbury, 1547-1554; 1559-1571"
Paske,,Thomas,,0000-1662,1628-1662,,Prebendary of Ulleskelf,,Fasti; ODNB,,"Year of death given in Fasti as 1678; also Master of Clare College, Cambridge; Archdeacon of London; Subdean of Canterbury"
Paslew,,John,,0000-1537,1507-1537,,Abbot of Whalley,,"Heads of Religious Houses, III",Paslewe; Passelewe,Cistercian
Perrott,,Richard,,0000-1641,1626-1641,,Prebendary of Osbaldwick,,Fasti,,
Peterson,,Robert,,c 1495-1555,1538-1545,,Prebendary of Masham,,Fasti; ODNB,,"Name in religion, Crowham; Also Prior of Lewes, c 1526-c 1538"
Petre,,Richard,,0000-0000,1552-1572,,Prebendary of Knaresborough,,Fasti,,
Phillipps,,John,,? 1555-1633,1601-1619,,Archdeacon of Cleveland,,Fasti; ODNB,Phillips (ODNB),"Also Bishop of Sodor and Man, 1605-1633"
Pierpoint,,William,,0000-0000,1551-1554,,Prebendary of Husthwaite,,Fasti,,
Piers,,John,,1523-1594,1589-1594,,Archbishop of York,,Fasti; ODNB,,
Power,,William,,0000-0000,1572-1594,,Prebendary of Riccall,,Fasti,,
Pursglove,,Robert,,1504-1580,1550-1559,,"Archdeacon of Nottingham; Suffragan Bishop of Hull, 1538-1559; Prebendary of Langtoft, 1538-1541; Prebendary of Wistow, 1541-1559",,Fasti; ODNB,,"Name in religion, Silvester; Prior of Guisborough, 1536-1539; Provost of Jesus College Rotherham, 1544-1547 or 1548; Year of birth given in ODNB as 1503/4"
Quarles,,Edward,,0000-? 1657,1637-1657,,Prebendary of South Newbald,,Fasti,,Died between June 1656 and Nov 1657
Raighton,,Elizabeth,,0000-0000,1527-1539,,Prioress of Baysdale,,"Heads of Religious Houses, III",Raughton; Rawgton; Rawghton; Roughton; Rowghton; Rughton,Cistercian
Ramsden,,Robert,,0000-1598,1575-1598,,Archdeacon of York,,Fasti,,"Also Rector of Spofforth; CP date 1540-1600, so could be dated more precisely now"
Raynolds,,Thomas,,0000-0000,1540-1559,,Prebendary of North Newbald,,Fasti,,
Remington,,Richard,,0000-1615,1582-1589,,"Archdeacon of Cleveland; Archdeacon of the East Riding, 1589-1615; Prebendary of North Newbald, 1586-1615",,Fasti,,Also Rector of Lockington
Ridley,,Henry,,0000-0000,1583-1587,,Prebendary of Tockerington,,Fasti,,
Ripley,,John,,0000-c 1563,1528-1539,,Abbot of Kirkstall,,"Heads of Religious Houses, III",Rippley; Rypeley; Rypley; Browne,Cistercian
Riseley,,Richard,,0000-1558,1557-1558,,Prebendary of Wetwang,,Fasti,,
Robinson,,William,,0000-1642,1635-1642,,Archdeacon of Nottingham,,Fasti,,father-in-law of Baylie (ODNB)
Robinson,,William,,0000-0000,1545-0000,,Prebendary of Tockerington,,Fasti,,In office until at least 1554
Robinson,,William,,0000-0000,1602-1633,,Prebendary of Weighton,,Fasti,,
Rokeby,,John,,0000-1573,1545-1573,,Precentor of York,,Fasti; ODNB,,
Rokeby,,William,,0000-1568,1558-1568,,Archdeacon of the East Riding,,Fasti,,Dead by 1568
Rokesby,,Christopher,,0000-0000,c 1535-1536,,Abbot of Coverham,,"Heads of Religious Houses, III",Roxby; Raper; Reper,Premonstratensian Canons
Roundale,,Richard,,0000-1550,1521-1536,,Prior of Healaugh Park,,"Heads of Religious Houses, III",Roundall; Rowndall; Rundall,Augustinian Canons
Rowe,,George,,0000-0000,1571-1578,,Prebendary of Stillington,,Fasti,,
Sagar,Master,Stephen,,0000-c 1551,1544-1548,,Prebendary of Givendale,,Fasti; ODNB,"Whalley, Whally (ODNB)","Also Abbot of Hailes, 1527-1539; born c. end 15th cent., died in or before 1551"
Salkeld,,Lancelot,,c 1499-1560,c 1530-1540,,Prior of Carlisle,,"Heads of Religious Houses, III",,Augustinian Canons
Sandys,,Edwin,,? 1519-1588,1577-1588,,Archbishop of York,,Fasti; ODNB,,
Sandys,Sir,Edwin,Knight,1561-1629,1582-1602,,Prebendary of Wetwang,,Fasti; ODNB,,Also Chancellor of York; Knighted in 1603
Sandys,,Miles,,0000-0000,1585-1586,,"Prebendary of North Newbald; Prebendary of Weighton, 1586-1602",,Fasti,,
Saunders,,Laurence,,0000-0000,1552-1554,,Prebendary of Botevant,,Fasti,,
Scambler,,Edmund,,c 1520-1594,1559-1564,,Prebendary of Wistow,,Fasti; ODNB,,"Also Bishop of Peterborough, 1561-1585; Bishop of Norwich, 1585-1594"
Scott,,John,,0000-c 1644,1625-1644,,"Dean of York; Prebendary of Tockerington, 1624-1644",,Fasti,,
Searle,,Thomas,,0000-1633,1631-1633,,Prebendary of North Newbald,,Fasti,,
Sedburgh,,Adam,,0000-1537,1533-1537,,Abbot of Jervaulx,,"Heads of Religious Houses, III",Sadbargh; Sedbarge; Sedbarre; Sedber,Cistercian
Selby,,Robert,,0000-1559,1526-1539,,Abbot of Selby,,"Heads of Religious Houses, III",Roger; Rogers,Benedictine
Seton,,John,,0000-0000,1554-1559,,Prebendary of Ulleskelf,,Fasti,,ck ODNB
Slater,,George,,0000-1590,1574-1590,,Prebendary of Barnby,,Fasti,,
Slyngesby,,Joan,,0000-0000,c 1526-1536,,Prioress of Nun Monkton,,"Heads of Religious Houses, III",,Benedictine
Smelt,,Richard,,0000-0000,1625-1640,,Prebendary of Knaresborough,,Fasti,,
Smith,,Henry,,0000-? 1642,1613-1642,,Prebendary of Bole,,Fasti,,
Smith,,Melchior,,0000-1591,1564-1591,,Prebendary of Apesthorpe,,Fasti,,
Spark,,Thomas,,0000-0000,1535-c 1539,,Prior of Holy Island,,"Heads of Religious Houses, III",Sparke,"Benedictine, cell of Durham"
Spencer,,Miles,,0000-1570,1510-1570,,Prebendary of Riccall,,Fasti,,
Spycer,,Richard,,0000-? 1578,1572-1572,,Prebendary of Stillington,,Fasti,,
Stanhope,,Edward,,0000-0000,1572-1591,,Prebendary of Botevant,,Fasti,,
Stanhope,,George,,0000-1644,1631-1644,,Precentor of York,,Fasti,,Possibly also Rector of Wheldrake
Steward,,Zachary,,0000-c 1618,1600-1618,,Prebendary of Ampleforth,,Fasti,,Died July 1617/Feb 1618
Stokes,,John,,0000-1568,1560-1568,,Archdeacon of York,,Fasti,,
Stoppes,,Richard,,0000-1546,1523-1539,,Abbot of Meaux,,"Heads of Religious Houses, III",Stopes; Stopesse; Stops; Stopys; Stowpez; Stowpz,Cistercian
Swale,Sir,Richard,Knight,0000-1608,1589-1608,,Prebendary of South Newbald,,Fasti,,Knighted 1603
Swalwell,,John,,0000-0000,0000-1539,,Master of Jarrow,,"Heads of Religious Houses, III",Swallvell,"Benedictine, cell of Durham"
Swinnock,,John,,0000-? 1658,1633-1658,,Prebendary of Weighton,,Fasti,,
Taylor,,William,,0000-0000,1556-1558,,"Prebendary of Givendale; Prebendary of Fenton, 1558-1559",,Fasti,,
Thackham,,Thomas,,0000-0000,1562-1563,,Prebendary of Langtoft,,Fasti,,
Thomas,,William,,0000-1614,1591-1614,,Prebendary of Bilton,,Fasti,,Also  Rector of Garforth
Thornborough,,John,,? 1551-1641,1589-1617,,"Dean of York; Prebendary of Tockerington, 1590-1617",,Fasti; ODNB,,"Also Bishop of Bristol, 1603-1617"
Thornton,,William,,0000-0000,1531-1539,,"Abbot of St Mary, York",,"Heads of Religious Houses, III",Thorneton; Dent; Dente,Benedictine
Thurscros,,Henry,,0000-0000,1619-1635,,"Archdeacon of Cleveland; Prebendary of Osbaldwick, 1608-1614; Prebendary of Langtoft, 1614-1622",,Fasti,Thurscross (CP),
Thurscros,,Timothy,,0000-0000,1635-1638,,"Archdeacon of Cleveland; Prebendary of Langtoft, 1622-1671",,Fasti,,
Thwaites,,James,,0000-0000,c 1527-1539,,Prior of Pontefract,,"Heads of Religious Houses, III",Qwaytes; Thawtys; Thwayts; Thwaytys,Cluniac
Todd,,William,,0000-0000,c 1526-1537,,Prior of Malton,,"Heads of Religious Houses, III",Tod; Todde; Tood,Gilbertine Canons
Towers,,Robert,,0000-1585,1577-1585,,Prebendary of Langtoft,,Fasti,,
Triplett,,Thomas,,0000-1670,1641-1670,,Prebendary of Fenton,,Fasti,,"Mentioned in ODNB, article re Thomas Morton"
Truslove,Master,Robert,,0000-0000,1547-0000,,Prebendary of Warthill,,Fasti,,In office until at least 1554
Tunstall,,Ralph,,0000-1619,1572-1619,,Prebendary of Knaresborough,,Fasti,,
Turner,,William,,1510-1568,1550-1552,,Prebendary of Botevant,,Fasti; ODNB,,"Year of birth given in ODNB as 1509/1510. Also Dean of Wells, 1551-1553; 1560-? 1568"
Turry,,Edmund,,0000-0000,1527-1536,,Abbot of Newminster,,"Heads of Religious Houses, III",Tyrry,Cistercian
Vannes,Master,Peter,,c 1488-1563,1535-1563,,Prebendary of Bole,,Fasti; ODNB,,Also Dean of Salisbury [1536-] 1540-1563
Warcoppe,,Joan,,0000-0000,0000-1539,,Prioress of Watton,,"Heads of Religious Houses, III",Warcope,Gilbertine Nuns
Ward,,Samuel,,0000-1643,1618-1643,,Prebendary of Ampleforth,,Fasti,,
Warde,,Isabel,,0000-0000,1518-1536,,"Prioress of St Clement, York",,"Heads of Religious Houses, III",Ward,Benedictine
Warner,,John,,0000-1565,1547-1564,,Archdeacon of Cleveland,,Fasti; ODNB,,
Warner,,Agnes,,0000-0000,0000-1539,,Prioress of Watton,,"Heads of Religious Houses, III",,Gilbertine Nuns
Watson,Master,Robert,,0000-0000,1552-1554,,Prebendary of Strensall,,Fasti,,ck ODNB
Wells,,John,,0000-1570,1568-1570,,Prebendary of Husthwaite,,Fasti,,
Welshe,,Henry,,0000-1559,1559-1559,,Prebendary of South Newbald,,Fasti,,"Installed Jan., dead by Apr. 1559"
Westbye,,Thomas,,0000-? 1544,1540-1544,,Archdeacon of York,,Fasti,,"Dead by Jan 1544, perhaps died 1543"
Whalley,,Walter,,0000-1617,1600-1617,,Prebendary of Strensall,,Fasti,,
Whitehead,,Hugh,,0000-1551,1541-1551,,"Dean of Durham; Prior of Durham, 1520-1539",,"Heads of Religious Houses, III",Whitehede,Benedictine
Whiting,,Henry,,0000-1545,1541-1545,,Prebendary of Osbaldwick,,Fasti,,
Wickham,,Henry,,0000-1641,1624-1641,,"Archdeacon of York; Prebendary of Fenton, 1614-1641",,Fasti,,Also Rector of Wheldrake
Wilforde,,James,,0000-? 1605,1578-1605,,Prebendary of Stillington,,Fasti,,
Wilkinson,,William,,0000-1613,1588-1613,,Prebendary of Fridaythorpe,,Fasti,,
Williams,,Arthur,,0000-0000,1579-1602,,Prebendary of Fenton,,Fasti,,
Williams,,Henry,,0000-0000,1535-1554,,Prebendary of Fridaythorpe,,Fasti,,
Williams,,John,,1582-1650,1641-1650,,Archbishop of York,,Fasti; ODNB,,
Williams,,Eleanor,,0000-0000,c 1529-1536,,Prioress of Thicket,,"Heads of Religious Houses, III",Ellen; William; Wylliam,Benedictine
Williamson,,Caesar,,0000-0000,1641-1663,,Prebendary of Bugthorpe,,Fasti,,
Williamson,,George,,0000-1564,1554-1564,,Prebendary of Husthwaite,,Fasti,,Dead by 1564
Wilson,Master,John,,0000-0000,1549-1549,,Prebendary of South Cave,,Fasti,,
Wilson,,Miles,,0000-0000,1551-1554,,Prebendary of Ulleskelf,,Fasti,,
Wilson,,Nicholas,,0000-1548,1542-1548,,Prebendary of Bilton,,Fasti; ODNB,,
Wilson,Master,Nicholas,,0000-1586,1562-1586,,Prebendary of Weighton,,Fasti,,
Wilson,,Thomas,,0000-0000,1550-1554,,Prebendary of Bilton,,Fasti,,"ck Prebendary of Fenton, 1559-1574"
Wilson,,John,,0000-1557,1522-1539,,Prior of Mount Grace,,"Heads of Religious Houses, III",Wylson,Carthusian
Wode,,William,,0000-1537,1531-1537,,Prior of Bridlington,,"Heads of Religious Houses, III",Wod; Wood; Wode,Augustinian Canons
Worsley,Master,Edmund,,0000-1552,1536-1552,,Prebendary of Bugthorpe,,Fasti,,Dead by 1552
Wotton,,Nicholas,,c 1497-1567,1544-1567,,"Dean of York; Prebendary of Osbaldwick, 1546-1567",,Fasti; ODNB,,"Also Dean of Canterbury, 1541-1567"
Wright,,Henry,,0000-0000,1580-1583,,Prebendary of Tockerington,,Fasti,,
Wright,,Henry,,0000-0000,1576-1606,,Subdean of York,,Fasti,,"Possibly also Prebendary of Tockerington, 1580-1583?"
Wyngham,,Robert,,0000-0000,0000-1540,,Prior of Hilbre,,"Heads of Religious Houses, III",,"Benedictine, cell of Chester"
Yodson,,Thomas,,0000-0000,1531-1536,,Prior of Marton,,"Heads of Religious Houses, III",Jodson,Augustinian Canons
Young,,John,,0000-1654,1613-1654,,Prebendary of Riccall,,Fasti,,
Young,,Thomas,,1507-1568,1561-1568,,Archbishop of York,,Fasti; ODNB,,
Young,,Thomas,,0000-0000,1561-1574,,Prebendary of Barnby,,Fasti,,Not same as Archbishop
,,Nicholas V,,1397-1455,1447-1455,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Callistus III,,1378-1458,1455-1458,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Pius II,,1405-1464,1458-1464,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Paul II,,1417-1471,1464-1471,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Sixtus IV,,1414-1484,1471-1484,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Innocent VIII,,1432-1492,1484-1492,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Alexander VI,,1431-1503,1492-1503,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Pius III,,1439-1503,1503-1503,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Julius II,,1453-1513,1503-1513,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Leo X,,1475-1521,1513-1521,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Hadrian VI,,1459-1523,1522-1523,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Clement VII,,1479-1534,1523-1534,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Paul III,,1468-1549,1534-1549,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Julius III,,1487-1555,1550-1555,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Marcellus II,,1501-1555,1555-1555,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Paul IV,,1476-1559,1555-1559,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Pius IV,,1499-1565,1559-1565,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Pius V,Saint,1504-1572,1566-1572,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Gregory XIII,,1502-1585,1572-1585,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Sixtus V,,1520-1590,1585-1590,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Urban VII,,1521-1590,1590-1590,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Gregory XIV,,1535-1591,1590-1591,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Innocent IX,,1519-1591,1591-1591,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Clement VIII,,1536-1605,1592-1605,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Leo XI,,1535-1605,1605-1605,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Paul V,,1552-1621,1605-1621,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Gregory XV,,1554-1623,1621-1623,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Urban VIII,,1568-1644,1623-1644,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Innocent X,,1574-1655,1644-1655,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
,,Alexander VII,,1599-1667,1655-1667,Pope,,,Oxford Dictionary of Popes,,"J. N. D. Kelly, The Oxford Dictionary of Popes (Oxford, 1986)"
Abbot,,George,,1562-1633,1611-1633,,Archbishop of Canterbury,,Fasti; ODNB,,"Also Bishop of London, 1610-1611"
Bancroft,,Richard,,c 1544-1610,1604-1610,,Archbishop of Canterbury,,Fasti; ODNB,,"Also Bishop of London, 1597-1604"
Cranmer,,Thomas,,1489-1556,1533-1553,,Archbishop of Canterbury,,Fasti; ODNB,,
Laud,,William,,1573-1645,1633-1645,,Archbishop of Canterbury,,Fasti; ODNB,,"Also Bishop of London, 1628-1633"
Parker,,Matthew,,1504-1575,1559-1575,,Archbishop of Canterbury,,Fasti; ODNB,,
Whitgift,,John,,c 1530-1604,1583-1604,,Archbishop of Canterbury,,Fasti; ODNB,,"Bishop of Worcester, 1577-1583; Dean of Lincoln, 1571-1577"
Pole,,Reginald,,1500-1558,1555-1558,,Archbishop of Canterbury; Cardinal priest of Santa Maria in Cosmedin,,Fasti; ODNB,,
Aldridge,,Robert,,c 1488-1556,1537-1556,,Bishop of Carlisle,,Fasti; ODNB,Aldrich (ODNB),
Best,,John,,0000-1570,1561-1570,,Bishop of Carlisle,,Fasti,,
Gilpin,,Bernard,,1516-1584,1560-1560,,Bishop of Carlisle,,Fasti; ODNB,,
Milborne,,Richard,,0000-1624,1621-1624,,Bishop of Carlisle,,Fasti; ODNB,Milbourne (ODNB),
Oglethorpe,,Owen,,c 1502-1559,1557-1559,,Bishop of Carlisle,,Fasti; ODNB,,
Potter,,Barnabas,,c 1577-1642,1629-1642,,Bishop of Carlisle,,Fasti; ODNB,Barnaby (ODNB),
Robinson,,Henry,,c 1551-1616,1598-1616,,Bishop of Carlisle,,Fasti; ODNB,,
Senhouse,,Richard,,0000-1626,1624-1626,,Bishop of Carlisle,,Fasti,,
Snowden,,Robert,,0000-1621,1616-1621,,Bishop of Carlisle,,Fasti; ODNB,Snoden (ODNB),
Usher,,James,,1581-1656,1642-1656,,Bishop of Carlisle,,Fasti,Ussher (ODNB),"held in commendam with Archbishopric of Armagh, 1625-1656"
White,,Francis,,c 1563-1638,1626-1629,,Bishop of Carlisle,,Fasti; ODNB,,
Bellot,,Hugh,,1542-1596,1595-1596,,Bishop of Chester,,Fasti; ODNB,,
Birde,,John,,0000-0000,1541-1554,,Bishop of Chester,,Fasti; ODNB,Bird (ODNB),Order of Carmelites; also Bishop of Bangor before 1541
Bridgeman,,John,,c 1577-c 1652,1619-1652,,Bishop of Chester,,Fasti; ODNB,,
Cotes,,George,,0000-0000,1554-1556,,Bishop of Chester,,Fasti,,
Downham,,William,,c 1510-1577,1561-1577,,Bishop of Chester,,Fasti; ODNB,,
Lloyd,,George,,c 1560-1615,1605-1615,,Bishop of Chester,,Fasti; ODNB,,"Also Bishop of Sodor and Man, 1600-1605"
Massie,,Gerard,,0000-1616,1616-1616,,Bishop of Chester,,Fasti,,Died before consecration
Scott,,Cuthbert,,0000-1565,1556-1559,,Bishop of Chester,,Fasti; ODNB,,
Howson,,John,,c 1556-1632,1628-1632,,Bishop of Durham,,Fasti,,
James,,William,,1542-1617,1606-1617,,Bishop of Durham,,Fasti; ODNB,,
Morton,,Thomas,,c 1564-1659,1632-1659,,Bishop of Durham,,Fasti; ODNB,,"Also Prebendary of Husthwaite, 1610-1632; Bishop of Chester, 1616-1618; Bishop of Coventry and Lichfield, 1618-1632"
Pilkington,,James,,1520-1576,1561-1576,,Bishop of Durham,,Fasti; ODNB,,
Tunstall,,Cuthbert,,1474-1559,1530-1559,,Bishop of Durham,,Fasti; ODNB,,"Also President of the Council of the North, 1530-1533; 1537-1538"
Barlow,,William,,0000-1613,1608-1613,,Bishop of Lincoln,,Fasti; ODNB,,
Bullingham,,Nicholas,,c 1511-1576,1560-1571,,Bishop of Lincoln,,Fasti; ODNB,,
Cooper,,Thomas,,c 1517-1594,1571-1584,,Bishop of Lincoln,,Fasti; ODNB,,
Holbeche,,Henry,,0000-1551,1547-1551,,Bishop of Lincoln,,Fasti; ODNB,"Monastic name, Henry Holbeche (Holbeach, ODNB); family name, Rands",
Longland,,John,,1473-1547,1521-1547,,Bishop of Lincoln,,Fasti; ODNB,,
Taylor,,John,,c 1500-1554,1552-1554,,Bishop of Lincoln,,Fasti; ODNB,,
Watson,,Thomas,,1513-1584,1557-1559,,Bishop of Lincoln,,Fasti; ODNB,,
White,,John,,c 1509-1560,1554-1556,,Bishop of Lincoln,,Fasti; ODNB,,
Wickham,,William,,1539-1595,1584-1595,,Bishop of Lincoln,,Fasti; ODNB,Wykeham (ODNB),
Winniffe,,Thomas,,c 1576-1654,1642-1654,,Bishop of Lincoln,,Fasti; ODNB,,
Aylmer,,John,,0000-1594,1577-1594,,Bishop of London,,Fasti,,
Bonner,,Edmund,,0000-1569,1553-1559,,Bishop of London,,Fasti,,"Also Bishop of London, 1539-1549"
Fletcher,,Richard,,c 1544-1596,1594-1596,,Bishop of London,,Fasti; ODNB,,
Juxon,,William,,c 1582-1663,1633-1660,,Bishop of London,,Fasti; ODNB,,
Ravis,,Thomas,,c 1560-1609,1607-1609,,Bishop of London,,Fasti; ODNB,,
Ridley,,Nicholas,,c 1502-1555,1550-1553,,Bishop of London,,Fasti,,
Vaughan,,Richard,,c 1553-1607,1604-1607,,Bishop of London,,Fasti; ODNB,,"Also Bishop of Chester, 1597-1604; previously Bishop of Bangor"
Forster,,William,,0000-1635,1634-1635,,Bishop of Sodor and Man,,Fasti,,
Howden,,John,,0000-0000,1523-c 1530,,Bishop of Sodor and Man,,Fasti; ODNB,,"Fasti gives dates of office as 1523-c 1533; ODNB states see vacant, 1530-1546"
Man,,Henry,,0000-1556,1546-1556,,Bishop of Sodor and Man,,Fasti; ODNB,,
Mericke,,John,,c 1537-1599,1576-1599,,Bishop of Sodor and Man,,Fasti; ODNB,Meyrick (ODNB),
Parr,,Richard,,c 1592-1643,1635-1643,,Bishop of Sodor and Man,,Fasti; ODNB,,
Salisbury,,John,,c 1501-1573,1570-1573,,Bishop of Sodor and Man,,Fasti; ODNB,,
Stanley,,Thomas,,0000-1570,1555-1570,,Bishop of Sodor and Man,,Fasti; ODNB,,ODNB gives date of death as 1569
Unknown,,Unknown,,0000-0000,1541-1541,,Bishop of Sodor and Man,,Fasti,,"ODNB states that see vacant, 1530-1546"
Unknown,,Robert,,0000-c 1546,0000-1545,,Bishop of Sodor and Man,,Fasti,,"ODNB states that see vacant, 1530-1546"
,,Henry VIII,,1491-1547,1509-1547,,King of England,,Handbook of British Chronology,,
,,Edward VI,,1537-1553,1547-1553,,King of England,,Handbook of British Chronology,,
,,James I,,1566-1625,1603-1625,,King of England,,Handbook of British Chronology,,
,,Charles I,,1600-1649,1625-1649,,King of England,,Handbook of British Chronology,,
,,Philip II,,1527-1598,1556-1598,,"King of Spain; King of England, 1554-1558",,Handbook of British Chronology,,
Cromwell,,Oliver,,1599-1658,1653-1658,,"Lord Protector of England, Scotland and Ireland",,ODNB,,
Cecil,,Thomas,,1542-1638,1599-1603,1st Earl of Exeter; 2nd Baron Burghley,President of the Council of the North,,Handbook of British Chronology; ODNB,,
Dudley,,Ambrose,,c 1530-1590,1564-1564,3rd Earl of Warwick,President of the Council of the North,,Handbook of British Chronology; ODNB,,Proposed as Lord President of the North
Hastings,,Henry,,? 1536-1595,1572-1595,3rd Earl of Huntingdon,President of the Council of the North,,Handbook of British Chronology; ODNB,,
Howard,,Thomas,,1473-1554,1536-1537,3rd Duke of Norfolk,President of the Council of the North,,Handbook of British Chronology; ODNB,,
Manners,,Henry,,1526-1563,1561-1563,2nd Earl of Rutland,President of the Council of the North,,Handbook of British Chronology; ODNB,,
Percy,,Henry,,c 1502-1537,1533-1536,6th Earl of Northumberland,President of the Council of the North,,Handbook of British Chronology; ODNB,,
Radcliffe,,Thomas,,c 1526-1583,1568-1572,3rd Earl of Sussex,President of the Council of the North,,Handbook of British Chronology; ODNB,,
Scrope,,Emanuel,,1584-1630,1619-1628,1st Earl of Sunderland,President of the Council of the North,,Handbook of British Chronology; ODNB,,
Sheffield,,Edmund,,0000-0000,1603-1619,3rd Baron Sheffield,President of the Council of the North,,Handbook of British Chronology,,
Talbot,,Francis,,1500-1560,1549-1560,5th Earl of Shrewsbury,President of the Council of the North,,Handbook of British Chronology; ODNB,,
Wentworth,,Thomas,,1593-1641,1628-1641,1st Earl of Strafford,President of the Council of the North,,Handbook of British Chronology; ODNB,,
,,Catherine,,1485-1536,1509-1533,,Queen of England,,Handbook of British Chronology,,Catherine of Aragon
