Chamberlain,,Francis,,d ? 1647,,,of Plumtree,,Register 32,Chamberlaine,,
Chambers,,Oswald,,d 1633,1585-1633,,Rector of Newton Kyme,,CCEd Person ID: 95570,,,
Chambers,,Thomas,,fl 1577,1577,,Parishioner of Boldon,,"Register 31, fol. 27 r",Chamers,North East Inheritance database has several examples of persons named Chamber/s from this parish,
Champney,,Richard,,d ? 1645,1617-c 1645,,Vicar of Stillingfleet,,CCEd Person ID: 115480,,,
Chandler,,William,,d ? 1625,1603-c 1625,,Vicar of Barnby in the Willows,,CCEd Person ID: 115474,Chaunler,"(Chamber in CCEd); Curate, Barnby in the Willows, 1603",
Chantrell,,William,,d ? 1644,1616-c 1644,,Rector of Walkington,,CCEd Person ID: 115482,,"Vicar of Cardington, 1610-1614; Vicar of Offley, c 1614",
Chapman,,Francis,,d 1616,1595-1616,,Vicar of Markham Clinton,,CCEd Person ID: 115488,,"Rector of Kirkby in Ashfield, 1582-1592; Vicar of Colston Bassett, 1592-1597",
Chapman,,Richard,,d 1634,1621-1634,,Vicar of Hunmanby,,CCEd Person ID: 115493,,"Vicar of Sherburn, 1617-1624; Preacher, York diocese, 1617",
Chapman,,Henry,,fl 1577,1577,,Churchwarden of Newcastle St Nicholas,,"Register 31, fol. 29 r",,,
Charlton,,Robert,,d 1620,1611-1620,,Vicar of Aughton,,CCEd Person ID: 115506,,"Vicar of Huntington, 1585-1590",
Chilton,,John,,fl 1577,1577,,Churchwarden of Kelloe,,"Register 31, fol. 27 r",,,
Chilton,,Edmund,,fl 1577,1577,,Churchwarden of Lamesley,,"Register 31, fol. 27 r",,,
Chilton,,William,,fl 1577,1577,,Churchwarden of Hart,,"Register 31, fol. 32 v",,,
Chipchase,,Adam,,fl 1577,1577,,Churchwarden of Grindon,,"Register 31, fol. 32 v",Shipchase,,
Chollerton,,John,,d ? 1585,,,of Eakring,,Register 31,,,
Clark,,Nicholas,,d ? 1630,1615-1630,,Rector of Stanford on Soar,,CCEd Person ID: 115535,Clarke,,
Clark,,George,,d ? 1601,1580-1601,,Vicar of Featherstone,,CCEd Person ID: 115554,,,
Clark,,John,,fl 1577,1577,,Curate of Widdrington,,CCEd Person ID: 115599,Clerke,,
Clark,,John,,fl 1577,1577,,"Songman, Durham Cathedral",,Register 31,Clerk,,
Clark,,Thomas,,fl 1577,1577,,Rector of Ford; Vicar of Felton; Vicar of Barwick in Elmet,,CCEd Person ID: 115625,Clerke,,
Clark,,Richard,,d ? 1579,,,of Langar,,Register 31,Clerk,,
Clarkson,,John,,fl 1577,1577,,? Churchwarden of Ingram,,"Register 31, fol. 32 r",Clerkson,,
Claxton,,Christopher,,fl 1577,1577,,Curate of Hamsterley,,CCEd Person ID: 115607,,,
Clay,,Robert,,d 1628,1624-1628,,Vicar of Halifax,,CCEd Person ID: 115609,,"Rectof of Rudby in Cleveland, 1617",
Clay,,John,,fl 1577,1577,,Curate of Bewick,,CCEd Person ID: 115610,,,
Clay,,Robert,,fl 1577,1577,,? Churchwarden of Ellingham,,"Register 31, fol. 31 v",,,
Clayton,,James,,d 1639,1624-1639,,Rector of Harthill,,CCEd Person ID: 10930,,"Curate of Tetsworth, Thame, 1613-1616",
Clayton,,Richard,,fl 1577,1577,,Churchwarden of Gainford,,"Register 31, fol. 33 r",Claiton,,
Clifton,,Thomas,,d ? 1644,1613-c 1644,,Vicar of Tadcaster,,CCEd Person ID: 115642,,"Schoolmaster, Tadcaster Grammar School, 1609",
Clowes,,William,,d 1611,1601-1611,,Rector of Stanton on the Wolds,,CCEd Person ID: 115755,,,
Cobb,,Thomas,,d ? 1633,,,"of Askham, yeoman",,Register 32,,,
Cock,,Thomas,,fl 1577-c 1592,1590,,Chaplain to the Archbishop of York,,CCEd Person ID: 115875,Cocke,"Curate of Brancepeth, 1577; Rector of Upper Helmsley, 1585-c 1592; Curate of Gate Helmsley, 1592",
Cock,,William,,fl 1577,1577,,Churchwarden of Stannington,,"Register 31, fol. 30 v",Cocke,,
Cockram,,Bertram,,fl 1577,1577,,Curate of Newcastle St Andrew,,CCEd Person ID: 115945,,,
Coe,,Stephen,,d ? 1614,c 1603-c 1614,,Rector of Ordsall,,CCEd Person ID: 115950,,,
Collie,,James,,d 1618,c 1617-c 1618,,Vicar of East Retford,,CCEd Person ID: 115960,,"Minister of Halam chapel, Southwell, 1592; Curate of Woodborough, 1611",
Collingwood,,William,,d 1618,1616-1618,,Rector of South Kilvington,,CCEd Person ID: 115813,,,
Collingwood,,Robert,,fl 1577,1577,,Churchwarden of North Gosforth,,"Register 31, fol. 29 r",,,
Collingworth,,Robert,,d ? 1588,0000-1588,,Rector of Holmpton,,Register 31,,,
Collinson,,Robert,,d 1586,1554-1586,,"Rector of Gedling, second moiety",,CCEd Person ID: 115970,,,
Colston,,Edward,,d ? 1609,c 1577-c 1609,,Vicar of Chatton,,CCEd Person ID: 116233,,"(Coston in CCEd; will of Edward Coston, vicar of Chatton, made 1599 and proved 1609 (North East Inheritance database)",
Comyns,,Richard,,d ? 1611,1610-1611,,Vicar of Felixkirk,,CCEd Person ID: 116059,Comyn,"Vicar of Leake, 1583-1592",
Constable,,Marmaduke,,d ? 1638,1619-1638,,Rector of Everingham,,CCEd Person ID: 115871,,,
Conyers,,John,,d 1628,1580-1628,,Rector of Sneaton,,CCEd Person ID: 116052,,,
Conyers,,Edward,,d ? c 1581,1577,,Curate of Long Newton,,CCEd Person ID: 116062,Coniers,Perhaps the Edward Conyers of Longnewton whose will was made in 1580 and proved in 1581 (North East Inheritance database),
Cook,,Alexander,,d ? 1632,1615-1632,,Vicar of Leeds,,CCEd Person ID: 115805,Cooke,,
Cook,,Robert,,d ? 1615,1590-1615,,Vicar of Leeds,,CCEd Person ID: 116070,Cooke,"Rector of Slaidburn, 1588-1591",
Cook,,Peter,,d 1625,1594-1625,,Rector of Sutton on Derwent,,CCEd Person ID: 61788,Cooke,"Curate of Holme on the Wolds, 1592; Curate of South Dalton, 1592",
Cook,,William,,fl 1577,1577,,"Songman, Durham Cathedral",,Register 31,Cooke,,
Cookson,,Thomas,,d 1626,1579-1626,,Vicar of Brodsworth,,CCEd Person ID: 115878,Cookeson,,
Cooper,,Henry,,d ? 1625,1615-1625,,Rector of Rise,,CCEd Person ID: 116071,,"Preacher, York diocese, 1612",
Cooper,,Richard,,fl 1577,1577,,Churchwarden of Corbridge,,"Register 31, fol. 29 v",,,
Copperthwaite,,Matthew,,fl 1574-1584,c 1574-c 1584,,Curate of Barnard Castle,,CCEd Person ID: 116145,Copperwhaite,,
Corker,,Christopher,,fl 1577,1577,,Churchwarden of Stranton,,"Register 31, fol. 32 v",,,
Cornford,,John,,fl 1577,1577,,? Curate of Bywell St Peter,,CCEd Person ID: 61797,Cornfurth,"No office given; ordained deacon and priest, 24 Feb 1577 by bishop of Carlisle (CCEd) ",
Cornford,,William,,fl 1577,1577,,Churchwarden of Darlington,,"Register 31, fol. 33 r",Cornfurth,,
Cornford,,Robert,,fl 1577,1577,,Churchwarden of Auckland St Helen,,"Register 31, fol. 33 v",Cornfurth,"? Robert; name as written is Ro., so possibly Roger (cf Roger Corneforth, Auckland St Helen, probate inventory dated 1608 (North East Inheritance database))",
Coulton,,George,,d ? 1632,1627-c 1632,,"Rector of Hemley, Suffolk",,CCEd Record ID: 228734,,CCEd Record ID: 228734,
Cowley,,Henry,,fl 1577,1577,,? Churchwarden of Bishop Middleham,,"Register 31, fol. 32 v",Cowly,,
Cowling,,Francis,,d ? 1630,0000-c 1630,,Rector of Kirk Sandall,,Register 32,,,
Coxford,,Robert,,fl 1577,1577,,Schoolmaster of Houghton Le Spring,,CCEd Person ID: 116122,Coxforde,Ludimagister'; CCED gives parish as Haughton Le Skerne,
Craven,,John,,d ? 1647,1604-c 1630,,Vicar of Harworth,,CCEd Person ID: 116252,,,
Crawford,,Robert,,d 1583,c 1577-1583,,Chaplain of Whitworth,,CCEd Person ID: 116253; North East Inheritance database,Crawfurth,,
Crawford,,Richard,,d ? c 1583,1577,,Churchwarden of Gainford,,"Register 31, fol. 33 r",Crawfurth,"Perhaps the Rychard Crawforth of Headlame, Gainford, whose will was made in 1582 and proved in 1583 (North East Inheritance database)",
Crawford,,,,d ? 1633,,,of ? North Leverton,,Register 32,,,
Cressop,,Thomas,, d ? 1604,1577,,Churchwarden of Warden,,"Register 31, fol. 29 v",,Presumably the Thomas Kryssopt  of Newbrough whose will was proved in 1604 (North East Inheritance database),
Cressy,,Hugh,,d ? 1593,1581-c 1587,,Rector of Wilford,,CCEd Person ID: 116260,Cressie,,
Crisp,,John,,fl 1577,1577,,? Churchwarden of Edlingham,,"Register 31, fol. 32 r",Kyrspe,,
Crisp,,Christopher,,fl 1577,1577,,? Churchwarden of Edlingham,,"Register 31, fol. 32 r",Kyrspe,,
Crosby,,Thomas,,d ? 1642,1630-c 1633,,Rector of Kirby Sigston,,CCEd Person ID: 116264,,,
Croson,,William,,d ? 1603,1588-1603,,Vicar of Wysall,,CCEd Person ID: 115994,,Perhaps also Curate of Gotham (CCEd Person ID: 116281),
Cross,,Latimer,,d ? 1646,1604-c 1630,,"Rector of Cotgrave, second moiety",,CCEd Person ID: 116282,Crosse,,
Cross,,William,,d ? 1599,1592-1599,,Vicar of Swine,,CCEd Person ID: 116285,,,
Crossdale,,Brian,,d ? 1613,1579-1613,,Vicar of Ledsham,,CCEd Person ID: 116274,Crosdale,,
Crossland,,George,,d 1636,1598-1636,,Vicar of Almondbury,,CCEd Person ID: 116278,Crosland,,
Crowther,,John,,d 1632,1610-1632,,Rector of Swillington,,CCEd Person ID: 116296,,,
Culverwell,,Samuel,,d ? 1613,1579-1613,,Rector of Cherry Burton,,CCEd Person ID: 43076,,,
Cunningham,,William,,fl 1577,1577,,? Churchwarden of Durham St Giles,,"Register 31, fol. 26 v",Conningham,"Not described as 'warden', but presumably listed as such",
Currer,,Walter,,d 1603,1597-1603,,Rector of Linton in Craven,,CCEd Person ID: 115991,,,
Cusworth,,Zachary,,d ? 1618,1605-1618,,Rector of Elvington,,CCEd Person ID: 43078,Zachariah,,
Cuthbert,,Robert,,fl 1572-c 1578,1572-c 1578,,Rector of Simonburn,,CCEd Person ID: 116302,,,
Cuthbert,,Thomas,,fl 1577,1577,,Churchwarden of Washington,,"Register 31, fol. 27 r",Cutberte,,
Cuthbert,,George,,fl 1577,1577,,Churchwarden of Durham St Mary le Bow,,"Register 31, fol. 27 r",Cutberte,,
Cuthbert,,Robert,,fl 1577,1577,,Churchwarden of Embleton,,"Register 31, fol. 31 r",Cutberte,,
Cuthbert,,William,,fl 1577,1577,,? Churchwarden of Embledon,,"Register 31, fol. 31 v",Cutberte,,
Cuthbert,,William,,fl 1577,1577,,Churchwarden of Middleton St George,,"Register 31, fol. 32 v",Cutberte,,
Cuthbert,,John,,d ? c 1585,1577,,Churchwarden of Aycliffe,,"Register 31, fol. 33 r",Cutberte,Perhaps the John Cuthbert of Aycliffe whose probate bond was dated 1585 (North East Inheritance database),
Cuthbert,,John,,fl 1577,1577,,? Parishioner of Winston,,"Register 31, fol. 33 v",Cutberte,,
Cuthbert,,Jane,,d ? 1636,,,"of Romanby, widow",,Register 32,,,
Cuthbert,,George,,fl 1577,1577,,"Songman, Durham Cathedral",,Register 31,,,
Cutter,,William,,fl 1577,1577,,Churchwarden of Newcastle All Saints,,"Register 31, fol. 29 r",,,
Cutter,,John,,fl 1577,1577,,Churchwarden of Kirkwhelpington,,"Register 31, fol. 30 r",,,
Cuxey,,Roger,,fl 1577,1577,,Vicar of Branxton,,CCEd Person ID: 116110,Couxee,,
Dagdish,,George,,fl 1577,1577,,? Churchwarden of Alnmouth,,"Register 31, fol. 31 v",,,
Dakin,,Robert,,d ? 1598,,,of Foxholes,,Register 31,Dakins,,
Dalton,,Francis,,d ? 1620,1613-c 1620,,Rector of Kirby Misperton,,CCEd Person ID: 40555,,,
Danby,,Henry,,d ? 1632,,,"of Thornton le Beans, gentleman",,Register 32,,,
Davies,,Lancelot,,d 1605,1593-1605,,Vicar of Rillington,,CCEd Person ID: 134975,,(Devys in CCEd),
Davison,,Luke,,fl 1577,1577,,Reader at Eglingham,,CCEd Person ID: 116416,,,
Davison,,Thomas,,fl 1575-1577,1575-c 1577,,Vicar of Haughton Le Skerne; Curate of Alnwick,,CCEd Person ID: 116417,,CCEd gives Vicar of Houghton le Spring,
Davy,,Andrew,,fl 1577,1577,,? Churchwarden of Morpeth,,"Register 31, fol. 30 v",Davie,"Presumably churchwarden, but not named as such",
Dawson,,Richard,,fl 1577,1577,,Churchwarden of Long Benton,,"Register 31, fol. 29 r",,,
Dawson,,Thomas,,fl 1577,1577,,Churchwarden of Longhoughton,,"Register 31, fol. 31 r",,,
Dawson,,Thomas,,fl 1577,1577,,? Churchwarden of Houghton Le Spring,,"Register 31, fol. 31 v",,,
Dayne,,Robert,,d 1596,1551-1596,,Rector of Linton in Craven,,CCEd Person ID: 116452,Deyne,,
Dean,,William,,fl 1571-1577,1577,,Vicar of Newburn,,CCEd Person ID: 116435,,,
Deighton,,Jeremy,,d 1640,1634-1640,,Rector of Epperstone,,CCEd Person ID: 12098,Deaton,"(Deacon in CCEd); Curate of Granborough, 1628; Preacher at Granborough, 1632",
Denham,,Nicholas,,d 1628,1579-1628,,Rector of Kirk Bramwith,,CCEd Person ID: 116447,,,
Denman,,William,,d ? 1588,1550-1557; 0000-1588,,Rector of Ordsall,,CCEd Person ID: 134833,,,
Dennand,,Christopher,,fl 1577,1577,,Churchwarden of Jarrow St Hilda,,"Register 31, fol. 26 v",,,
Dennison,,John,,fl 1577,1577,,Churchwarden of Barnard Castle,,"Register 31, fol. 33 v",Denison,"Perhaps the Jhon Denison of Streatlam, Barnard Castle, whose will was made and proved in 1583 or the John Denison, tanner, whose will was made and proved in 1594 (North East Inheritance database)",
Dewly,,Henry,,fl 1577,1577,,Churchwarden of Cockfield,,"Register 31, fol. 33 r",,,
Dickham,,Matthew,,fl 1577,1577,,Churchwarden of Grindon,,"Register 31, fol. 32 v",,,
Dickinson,,William,,d 1639,1628-1639,,Vicar of Rotherham,,CCEd Person ID: 116457,,"Preacher, York diocese, 1622; Rector of Sessay, 1625-1629",
Dickinson,,Christopher,,fl 1577,1577,,Churchwarden of Alston,,"Register 31, fol. 29 v",Dickonson,,
Dickinson,,John,,fl 1577,1577,,Churchwarden of Alston,,"Register 31, fol. 29 v",Dickonson,"Perhaps the John Dickenson , a bond relating to whose probate was dated 1587 (North East Inheritance database)",
Dickon,,Ralph,,fl 1577-c 1581,c 1577-c 1581,,Curate of Darlington,,CCEd Person ID: 116453,Diccon,,
Dickson,,Robert,,d 1614,c 1598-1614,,Rector of Darfield,,CCEd Person ID: 116463,,"Vicar of Birstall, 1587-1614",
Dilke,,Thomas,,d 1578,1563-1578,,"Rector of Cotgrave, second moiety",,CCEd Person ID: 116474,,,
Dineley,,Edward,,fl 1577,1577,,? Churchwarden of Alnmouth,,"Register 31, fol. 31 v",Dennely,,
Dixon,,Henry,,fl 1577,1577,,Vicar of Bolam,,CCEd Person ID: 116479,,clerk',
Dixon,,Robert,,fl 1577,1577,,Rector of Cockfield; Preacher at Staindrop,,CCEd Person ID: 116483,,,
Dixon,,Thomas,,d 1588,1558-1588,,Vicar of Hampsthwaite,,CCEd Record ID: 127611; CCEd Person ID: 61860,,,
Dixon,,Matthew,,fl 1577,1577,,? Churchwarden of Whitfield,,"Register 31, fol. 29 v",Dyxon,"Not described as 'warden', but presumably listed as such",
Dobbs,,Robert,,d 1620,1594-1620,,Vicar of Womersley,,CCEd Person ID: 116492,Dobes,"Curate of Womersley, 1592",
Dobson,,Thomas,,fl 1577,1577,,? Churchwarden of Ingram,,"Register 31, fol. 32 r",,,
Dockree,,Robert,,d 1641,1632-1641,,Vicar of Giggleswick,,CCEd Person ID: 12232,Dockrey,,
Dodd,,Richard,,d 1607,1590-1607,,Rector of Gotham,,CCEd Person ID: 116577,,,
Dodds,,Roger,,fl 1577,1577,,Churchwarden of South Gosforth,,"Register 31, fol. 29 r",Doddes,,
Dodgson,,Richard,,d ? 1613,c 1592-c 1613,,Rector of Kirkby Overblow,,CCEd Person ID: 116557,,(Dobson in CCEd),
Dodgson,,Thomas,,d ? 1612,1592-c 1612,,Rector of Goodmanham,,CCEd Person ID: 116559,,(Dodson/Dobson in CCEd),
Dolman,,Ralph,,d ? 1619,1601-1619,,Rector of Everingham,,CCEd Person ID: 116584,,,
Donne,,William,,d 1578,,,"of Manchester, painter and barber",,Register 31,Done,,
Donne,,Thomas,senior,fl 1577,1577,,Churchwarden of Stamfordham,,"Register 31, fol. 29 v",,Surname could be Dunne or Dun,
Donne,,Thomas,junior,fl 1577,1577,,Churchwarden of Stamfordham,,"Register 31, fol. 29 v",,Surname could be Dunne or Dun,
Donne,,Christopher,,fl 1577,1577,,? Churchwarden of Ryton,,"Register 31, fol. 30 v",,"Presumably churchwarden, but not named as such; Probate bond dated 1587 (North East Inheritance database)",
Dowe,,Richard,,d ? 1591,1569-c 1591,,Vicar of Aughton,,CCEd Person ID: 116602,,(Dove in CCEd),
Dowe,,Robert,,fl 1577,1577,,Churchwarden of Tynemouth,,"Register 31, fol. 29 r",,,
Down,,Simon,,fl 1577,1577,,Churchwarden of Stamfordham,,"Register 31, fol. 29 v",Downe,Surname could be Dunne or Dun,
Downes,,Ralph,,d ? 1588,1577,,? Parishioner of Escomb,,"Register 31, fol. 33 v",,"Presumably the Rauf Downes, yeoman of Escomb, whose will was made and proved in 1588 (North East Inheritance database)",
Dowson,,Adam,,fl 1577,1577,,Under schoolmaster of Houghton Le Spring,,CCEd Person ID: 116609,,Subpedagogus'; CCED gives parish as Haughton Le Skerne,
Dowson,,Robert,,fl 1577,1577,,Curate of Tanfield,,CCEd Person ID: 116610,,,
Dowson,,Robert,,fl 1577,1577,,Churchwarden of Hamsterley,,"Register 31, fol. 33 v",,,
Dowthwaite,,Richard,,fl 1577,1577,,Churchwarden of Cockfield,,"Register 31, fol. 33 r",Dowthewhate,Name standardised from North East Inheritance database,
Drainer,,Robert,,fl 1577,1577,,Churchwarden of North Gosforth,,"Register 31, fol. 29 r",Draner/Drauer,,
Drake,,Thomas,,d ? 1644,1621-? c 1644,,Rector of Thornton in Craven,,CCEd Person ID: 116245,,,
Dring,,John,,d 1603,1574-1603,,Rector of Hilston,,CCEd Person ID: 116685,,"(Drynge in CCEd); Curate of Tunstall in Holderness, 1592",
Dry,,Ralph,,d ? 1638,1628-c 1638,,Vicar of Sheriff Hutton,,CCEd Person ID: 116684,,(Drie in CCEd),
Dryden,,John,,fl 1577,1577,,Churchwarden of Lanchester,,"Register 31, fol. 27 r",Dridon,,
Dugard,,Thomas,,d ? 1636,1619-c 1636,,Vicar of Long Preston,,CCEd Person ID: 12251,,,
Duncan,,Lawrence,,fl 1577,1577,,Curate of Tweedmouth,,CCEd Person ID: 116702,Duncon,.Scotus',
Dunne,,James,,fl 1577,1577,,? Churchwarden of Kirknewton,,"Register 31, fol. 32 r",,,
Dunne,,John,,fl 1577,1577,,? Churchwarden of Whittingham,,"Register 31, fol. 32 r",,,
Dunne,,William,,d ? 1636,,,of Withernwick,,Register 32,,,
Durham,,Valentine,,fl 1577,1577,,Churchwarden of Wallsend,,"Register 31, fol. 29 r",,,
Dutton,,William,,d 1643,1642-1643,,Rector of York St Cuthbert,,CCEd Person ID: 116709,,,
Duxfield,,Henry,,d 1587,1575-1587,,Rector of Meldon,,CCEd Person ID: 116712,Duxfelde,,
Easterby,,Thomas,,fl 1572-1577,1575-1577,,"Vicar of Seaham; Curate of Coxwold, 1572",,CCEd Person ID: 117014,,"CCEd has curate of Curswold, TNA, E 179/65; full reference either E 179/65/345 or E 179/65/346, assessments including Coxwold.",
Eden,,Robert,,fl 1577,1577,,of Newcastle St Nicholas,,"Register 31, fol. 29 r",Edon,? Parishioner,
Edge,,James,,d 1578,1548-1578,,Vicar of Kippax,,CCEd Person ID: 116717,,,
Edmond,,William,,fl 1577,1577,,Churchwarden of Mitford,,"Register 31, fol. 30 v",Edmonde,,
Edmondson,,Richard,,fl 1577,1577,,? Parishioner of Haughton Le Skerne,,"Register 31, fol. 33 v",,? Richard; R. as written,
Edward,,Thomas,,d 1579,1572-1579,,Rector of Halsam,,CCEd Person ID: 116724,Edwarde,"Rector of Sproatley, 1570-1572",
Edwards,,Thomas,,d 1639,1613-1639,,Rector of Kirkby Overblow,,CCEd Person ID: 24122,,"Curate of Wilberton, 1609; Preacher at Wilberton, 1610",
Eland,,Edward,,fl 1577,1577,,? Parishioner of Winston,,"Register 31, fol. 33 v",,,
Elgar,,Anthony,,fl 1577,1577,,Churchwarden of Darlington,,"Register 31, fol. 33 r",Elger,,
Ellis,,William,,d ? 1638,1608-c 1637,,Vicar of Beverley St Mary,,CCEd Person ID: 116985,,,
Ellis,,Thomas,,d 1626,1592-1626,,Vicar of Darton,,CCEd Person ID: 116986,,,
Ellis,,Richard,,d ? 1633,,,"of Gouldall, parish of Snaith, clothier",,Register 32,,,
Elmhurst,,William,,d ? 1638,1635-1638,,Vicar of Ledsham,,CCEd Person ID: 116989,Elmhirst,,
Elswick,,John,,d 1601,1598-1601,,Vicar of Atwick,,CCEd Person ID: 116996,Elswicke,"Vicar of Garton in Holderness, 1585-0000; Curate of Hornsea, 1592",
Elvington,,Robert,,d ? 1628,,,of Normanton,,Register 31,,,
Emmerson,,Thomas,,fl 1577,1577,,Churchwarden of Stranton,,"Register 31, fol. 32 v",Emerson,,
Emmerson,,George,,fl 1577,1577,,of East Gate (Eastyeat); Churchwarden of Stanhope,,"Register 31, fol. 33 r",Emerson,,
Emmerson,,James,,fl 1577,1577,,of Burnthorpe; Churchwarden of Stanhope,,"Register 31, fol. 33 r",Emerson,,
Emmerson,,Cuthbert,,fl 1577,1577,,Churchwarden of Wolsingham,,"Register 31, fol. 33 r",Emerson,,
Emmerson,,George,,d ? 1630,,,"of Eastgate, Stanhope, County Durham",,Register 32,Emerson,,
Emmott,,Alexander,,d 1624,1598-1624,,Rector of Bolton by Bowland,,CCEd Person ID: 117026,Emott,"Perhaps ordained deacon, 1569 (CCEd Person ID: 24143)",
Errington,,Lancelot,,fl 1577,1577,,Churchwarden of Newburn,,"Register 31, fol. 29 r",Erington,,
Etherington,,George,,d ? 1646,1617-? c 1646,,Rector of Middleton on the Wolds,,CCEd Person ID: 117036,,,
Evans,,Henry,,d 1579,0000-1579,,Vicar of Rothwell,,CCEd Person ID: 117040,,"Rector of Todwick, 1559-1579",
Evans,,Edward,,d 1641,1610-1641,,Rector of Oswaldkirk,,CCEd Person ID: 12522,,,
Everard,,Andrew,,d 1639,c 1631-? 1639,,Rector of Kirby Underdale,,CCEd Person ID: 41445,,"Rector of Kirk Bramwith, 1628-1629",
Evington,,John,,fl 1577,1577,,? Churchwarden of Coniscliffe,,"Register 31, fol. 33 r",,,
Ewbank,,Cuthbert,,fl 1577,1577,,Curate of Newburn,,CCEd Person ID: 117050,Ewbanke,,
Ewbank,,Christopher,,fl 1577,1577,,Churchwarden of Winston,,"Register 31, fol. 33 v",Ubancke,,
Ewen,,John,,fl 1577,1577,,Churchwarden of Lowick,,"Register 31, fol. 31 r",Ewin,"Perhaps the John Ewen, yeoman, of Bowsden, Lowick chapelry, whose will was made in 1609 and proved in 1610 (North East Inheritance database)",
Eyre,,Reresby,,d ? 1641,? 1628-? 1641,,Vicar of Darton,,CCEd Person ID: 112888,,"(Eyre Rearsbie in YAS 93, Reersby/Rearsbie Eyre in Register 32); Preacher, York diocese, 1637",
Fairweather,,Ellen,,d ? 1632,,,"of Riccall, widow",,Register 32,,,
Farnaby,,George,,fl 1577,1577,,Churchwarden of Newcastle St Nicholas,,"Register 31, fol. 29 r",Farneabie,,
Fawcett,,Alexander,,d 1590,0000-1590,,Vicar of Leeds,,CCEd Person ID: 117084,,(Fascett in CCEd),
Fawcett,,William,,d 1599,1564-1599,,Vicar of Paull,,CCEd Person ID: 117205,Forcett,,
Fawell,,Thomas,,fl 1577,1577,,"Songman, Durham Cathedral",,Register 31,,,
Fenton,,Henry,,d ? 1641,,,"of Coppenthorp, yeoman",,Register 32,,,
Fenwick,,George,,fl 1577,1577,,"Churchwarden of Kirkwhelpington, of Catcherside",,"Register 31, fol. 30 r",Fennicke,Perhaps the George Fenwick whose probate bond was dated 1607 (North East Inheritance database),
Fernyside,,James,,fl 1576-1577,1577,,Rector of Whickham,,CCEd Person ID: 121260,Pherniside,,
Feron,,Robert,,d ? 1616,1576-1615,,Vicar of Skipsea,,CCEd Person ID: 117106,Fearon,,
Fewster,,William,,fl 1577,1577,,Curate of Bishopwearmouth,,CCEd Person ID: 117146,Fuister,Finster (CCEd),
Fewster,,Arthur,,fl 1577,1577,,Churchwarden of Ebchester,,"Register 31, fol. 27 r",Fuister,,
Fiddes,,Christopher,,d ? 1637,1617-c 1637,,Vicar of Nafferton,,CCEd Person ID: 117135,Fiddis,,
Field,,William,,d ? 1610,1590-c 1610,,Vicar of East Markham,,CCEd Person ID: 117105,Feild,,
Fielding,,Christopher,,d ? 1619,0000-c 1619,,Rural Dean of Retford,,Register 31,Feilding,Perhaps CCEd Person ID: 117101 (partly?),
Finkle,,Robert,,fl 1577,1577,,Churchwarden of Rock,,"Register 31, fol. 31 r",Finkyll,,
Firbank,,Robert,,d ? 1622,1592-c 1622,,Vicar of Thirkleby,,CCEd Person ID: 117284,Firbanke,,
Fisher,,William,,d ? 1636,,,of Stillington,,Register 32,,,
FitzRandall,,John,,d 1580,1567-1580,,Rector of Winestead,,CCEd Person ID: 117162,Fitzrandall,,
Flathers,,Marmaduke,,d ? 1637,1620-? 1637,,Rector of Hemsworth,,CCEd Person ID: 61920,,"Vicar of Weston, 1587-1620",
Flathers,,Martin,,d ? 1635,,,of Leathley,,Register 32,,Perhaps CCEd Person ID: 117085 (partly?),
Flathers,,William,,d 1638,1627,,? Deacon,,Register 32,,Perhaps CCEd Person ID: 117087,
Fletcher,,Francis,,d ? 1620,1596-1620,,Vicar of Tickhill,,CCEd Person ID: 117171,,,
Fletham,,Nicholas,,fl 1577,1577,,Churchwarden of Stockton upon Tees,,"Register 31, fol. 32 v",,,
Flower,,William,,fl 1577,1577,,? Parishioner of Hurworth,,"Register 31, fol. 32 v",,,
Foljambe,,Godfrey,,d after 1594,,,,,Register 31,,,
Foot,,John,,d 1623,1603-1623,,Vicar of Kildwick; Vicar of Broughton,,CCEd Person ID: 69029,Foote,"Vicar of Oxford St Mary Magdalene, 1601-1603",
Forman,,Thomas,,d 1592,1580-1592,,Vicar of Swine,,CCEd Person ID: 117213,,,
Forman,,Christopher,,d ? 1641,1603-c 1641,,"Rector of Gedling, second moiety",,CCEd Person ID: 26068,,,
Forrest,,Michael,,fl 1577,1577,,? Churchwarden of Brinkburn,,"Register 31, fol. 32 r",Foreste,,
Forrest,,John,,fl 1577,1577,,Churchwarden of Billingham,,"Register 31, fol. 32 v",Foreste,,
Forrest,,John,,fl 1577,1577,,Parishioner of Darlington,,"Register 31, fol. 33 r",,?John,
Forsythe,,John,,fl 1577,1577,,Churchwarden of Norham,,"Register 31, fol. 31 r",Fawside,,
Foster,,Robert,,d ? 1583,c 1577-1583,,Vicar of Dalton,,CCEd Person ID: 117231,,Perhaps the Robert Foster of Dalton whose will was proved in 1583 (North East Inheritance database),
Foster,,William,,d 1639,1603-1639,,Vicar of Whenby,,CCEd Person ID: 117234,,,
Foster,,John,,fl 1577,1577,,?Churchwarden of Easington,,"Register 31, fol. 26 v",,"Not described as 'warden', but presumably listed as such",
Foster,,Richard,,fl 1577,1577,,Churchwarden of Tughall,,"Register 31, fol. 31 r",,,
Foster,,James,,fl 1577,1577,,of Tweedmouth,,"Register 31, fol. 31 r",,Presumably churchwarden,
