New Folio No. and Face,Position in volume,Format,Language,Entry No.,Entry Part,Section - Type,Printed,Document Notes,Editors' Notes,Condition - Conservation Survey,Subject - Main heading 1,Subject - Sub-heading 1,Subject - Sub-sub-heading 1,Subject - Main heading 2,Subject - Sub-heading 2,Subject - Sub-sub-heading 2,Subject - Main heading 3,Subject - Sub-heading 3,Subject - Sub-sub-heading 3,Subject - Main heading 4,Subject - Sub-heading 4,Subject - Sub-sub-heading 4
17 r - 17 r,,Parchment,Latin,172,,Archdeaconry of York,,,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
17 r - 17 r,,Parchment,Latin,173,,Archdeaconry of York,,,,,Taxation,Clerical taxation,"tenths, 1374, York province",,,,,,,,,
17 r - 17 r,,Parchment,Latin,174,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
17 v - 17 v,,Parchment,Latin,175,,Archdeaconry of York,,,,,Archives and manuscripts,Confirmations,property,,,,,,,,,
17 v - 17 v,,Parchment,Latin,176,,Archdeaconry of York,,,,,Property and tenure,Surrenders,surrender of chapter to Archbishop Alexander de Neville,,,,,,,,,
17 v - 17 v,,Parchment,Latin,177,,Archdeaconry of York,,,,,Archives and manuscripts,Bonds,for farm of manor,,,,,,,,,
17 v - 17 v,,Parchment,Latin,178,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
17 v - 17 v,,Parchment,Latin,179,,Archdeaconry of York,,,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
17 v - 17 v,,Parchment,Latin,180,,Archdeaconry of York,,,,,"Sins, correction and forgiveness",Indulgences,for burial,,,,,,,,,
17 v - 17 v,,Parchment,Latin,181,,Archdeaconry of York,,,,,"Finance, Money, Accounts and accounting",Acquittances,"vacancy, proceeds of",,,,,,,,,
17 v - 17 v,,Parchment,French,182,,Archdeaconry of York,,,,,"Rites, Sacraments, Sacramentals, Ceremonies and equipment",Chastity,vow of,,,,,,,,,
18 r - 18 r,,Parchment,Latin,183,,Archdeaconry of York,,,,,Benefice and office holding,Non-residence,fixed term,Benefice and office holding,Non-residence,service,,,,,,
18 r - 18 r,,Parchment,Latin,184,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
18 r - 18 r,,Parchment,Latin,185,,Archdeaconry of York,,,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
18 r - 18 r,,Parchment,Latin,186,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
18 r - 18 r,,Parchment,Latin,187,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
18 r - 18 r,,Parchment,Latin,188,,Archdeaconry of York,,,,,"Sins, correction and forgiveness",Penance,"permission for, fixed term",,,,,,,,,
18 r - 18 r,,Parchment,Latin,189,,Archdeaconry of York,,"licence for abbot to enclose t. k., in houses annexed to parish church",,,"Rites, Sacraments, Sacramentals, Ceremonies and equipment",Enclosures,individuals,,,,,,,,,
18 r - 18 r,,Parchment,Latin,190,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
18 r - 18 r,,Parchment,Latin,191,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
18 r - 18 r,,Parchment,Latin,192,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
18 r - 18 r,,Parchment,Latin,193,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
18 r - 18 r,,Parchment,Latin,194,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
18 r - 18 r,,Parchment,Latin,195,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
18 r - 18 r,,Parchment,Latin,196,,Archdeaconry of York,,,,,"Rites, Sacraments, Sacramentals, Ceremonies and equipment",Confessions,licence to hear,,,,,,,,,
18 r - 18 r,,Parchment,Latin,197,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
18 r - 18 r,,Parchment,Latin,198,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
18 v - 18 v,,Parchment,Latin,199,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
18 v - 18 v,,Parchment,Latin,200,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
18 v - 18 v,,Parchment,Latin,201,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
18 v - 18 v,,Parchment,Latin,202,,Archdeaconry of York,,,,,Buildings and structures,Churches,repairs,,,,,,,,,
18 v - 18 v,,Parchment,Latin,203,,Archdeaconry of York,,,,,"Councils, Convocations and Synods",Synods,licence not to attend,,,,,,,,,
18 v - 18 v,,Parchment,Latin,204,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
18 v - 18 v,,Parchment,Latin,205,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
18 v - 18 v,,Parchment,Latin,206,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,Benefice and office holding,Absence,tolerated,,,,,,
18 v - 18 v,,Parchment,Latin,207,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
18 v - 18 v,,Parchment,Latin,208,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
18 v - 18 v,,Parchment,Latin,209,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
19 r - 19 r,,Parchment,Latin,210,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
19 r - 19 r,,Parchment,Latin,211,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
19 r - 19 r,,Parchment,Latin,212,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
19 r - 19 r,,Parchment,Latin,213,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
19 r - 19 r,,Parchment,Latin,214,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
19 r - 19 r,,Parchment,Latin,215,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
19 r - 19 r,,Parchment,Latin,216,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
19 r - 19 r,,Parchment,Latin,217,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
19 r - 19 r,,Parchment,Latin,218,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
19 r - 19 r,,Parchment,Latin,219,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector (moiety),,,,,,,,,
19 r - 19 r,,Parchment,Latin,220,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector (moiety),,,,,,,,,
19 r - 19 r,,Parchment,Latin,221,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
19 r - 19 r,,Parchment,Latin,222,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
19 r - 19 r,,Parchment,Latin,223,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
19 r - 19 r,,Parchment,Latin,224,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,Liturgy and worship,Masses,private,,,,,,
19 v - 19 v,,Parchment,Latin,225,,Archdeaconry of York,,,,,Benefices,Parish Church,"licence to set at farm, for prioress and convent",,,,,,,,,
19 v - 19 v,,Parchment,Latin,226,,Archdeaconry of York,,,,,Visitation,Visitations,religious houses,,,,,,,,,
19 v - 19 v,,Parchment,Latin,227,,Archdeaconry of York,,,,,Visitation,Visitations,clergy and people,,,,,,,,,
19 v - 19 v,,Parchment,Latin,228,,Archdeaconry of York,,,,,Benefice and office holding,Exchanges,,,,,,,,,,
19 v - 20 r,,Parchment,Latin,229,,Archdeaconry of York,,,,,Benefice and office holding,Exchanges,,,,,,,,,,
20 r - 20 r,,Parchment,Latin,230,,Archdeaconry of York,,,,,Benefice and office holding,Non-residence,service,,,,,,,,,
20 r - 20 r,,Parchment,Latin,231,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
20 r - 20 r,,Parchment,Latin,232,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
20 r - 20 r,,Parchment,Latin,233,,Archdeaconry of York,,,,,Benefice and office holding,Exchanges,,,,,,,,,,
20 r - 20 r,,Parchment,Latin,234,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
20 r - 20 r,,Parchment,Latin,235,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
20 r - 20 r,,Parchment,Latin,236,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
20 r - 20 r,,Parchment,Latin,237,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
20 r - 20 v,,Parchment,Latin,238,,Archdeaconry of York,,,,,Benefice and office holding,Exchanges,,,,,,,,,,
20 v - 20 v,,Parchment,Latin,239,,Archdeaconry of York,,,,,Benefice and office holding,Collations,chantry chaplain,,,,,,,,,
20 v - 20 v,,Parchment,Latin,240,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
20 v - 20 v,,Parchment,Latin,241,,Archdeaconry of York,"Testamenta, p. 93",,,,"Courts, Ecclesiastical",Testament,,,,,,,,,,
20 v - 20 v,,Parchment,Latin,242,,Archdeaconry of York,"Testamenta, p. 93 (noted)",,,,"Courts, Ecclesiastical",Probate,testament,,,,,,,,,
20 v - 20 v,,Parchment,Latin,243,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
20 v - 20 v,,Parchment,Latin,244,,Archdeaconry of York,,,,,Visitation,Visitations,religious houses,,,,,,,,,
20 v - 20 v,,Parchment,Latin,245,,Archdeaconry of York,,,,,Visitation,Visitations,religious houses,,,,,,,,,
21 r - 21 r,,Parchment,Latin,246,,Archdeaconry of York,,,,,Visitation,Visitations,religious houses,,,,,,,,,
21 r - 21 r,,Parchment,Latin,247,,Archdeaconry of York,,,,,Visitation,Visitations,religious houses,,,,,,,,,
21 r - 21 r,,Parchment,Latin,248,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
21 r - 21 r,,Parchment,Latin,249,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
21 r - 21 r,,Parchment,Latin,250,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
21 r - 21 r,,Parchment,Latin,251,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
21 r - 21 r,,Parchment,Latin,252,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
21 r - 21 r,,Parchment,Latin,253,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,parish priest,,,,,,,,,
21 r - 21 r,,Parchment,Latin,254,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,parish priest,,,,,,,,,
21 r - 21 r,,Parchment,Latin,255,,Archdeaconry of York,,,,,Benefice and office holding,Exchanges,,,,,,,,,,
21 r - 21 r,,Parchment,Latin,256,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,parish priest,,,,,,,,,
21 r - 21 r,,Parchment,Latin,257,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,parish priest,,,,,,,,,
21 r - 21 r,,Parchment,Latin,258,,Archdeaconry of York,,,,,Archives and manuscripts,Letters dimissory,all orders,,,,,,,,,
21 v - 21 v,,Parchment,Latin,259,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
21 v - 21 v,,Parchment,Latin,260,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
21 v - 21 v,,Parchment,Latin,261,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
21 v - 21 v,,Parchment,Latin,262,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
21 v - 21 v,,Parchment,Latin,263,,Archdeaconry of York,,,,,"Councils, Convocations and Synods",Synods,licence not to attend,,,,,,,,,
21 v - 21 v,,Parchment,Latin,264,,Archdeaconry of York,,,,,Religious houses,Religious houses,supervision of,,,,,,,,,
21 v - 21 v,,Parchment,Latin,265,,Archdeaconry of York,,,,,"Sins, correction and forgiveness",Absolution,"licence to give, during pleasure","Rites, Sacraments, Sacramentals, Ceremonies and equipment",Confessions,"licence to hear, during pleasure",,,,,,
21 v - 21 v,,Parchment,,266,,,,"vacated entry, rel to canonry and prebend of 'Bithill cum Knaresburgh'",,,,,,,,,,,,,,
21 v - 21 v,,Parchment,Latin,267,,Archdeaconry of York,,,,,Crime and punishment,Acquittal,of abbot and convent from charges of holding a church against the common law,,,,,,,,,
21 v - 21 v,,Parchment,Latin,268,,Archdeaconry of York,,,,,"Finance, Money, Accounts and accounting",Acquittances,debt,,,,,,,,,
21 v - 21 v,,Parchment,Latin,269,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
21 v - 21 v,,Parchment,Latin,270,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
21 v - 21 v,,Parchment,Latin,271,,Archdeaconry of York,,,,,Benefice and office holding,Exchanges,,,,,,,,,,
21 v - 22 r,,Parchment,Latin,272,,Archdeaconry of York,,,,,"Occupations, offices and status",Curates,appointment,,,,,,,,,
22 r - 22 r,,Parchment,Latin,273,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
22 r - 22 r,,Parchment,Latin,274,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
22 r - 22 r,,Parchment,Latin,275,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
22 r - 22 r,,Parchment,Latin,276,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
22 r - 22 r,,Parchment,Latin,277,,Archdeaconry of York,,,,,"Sins, correction and forgiveness",Indulgences,for pilgrims,,,,,,,,,
22 r - 22 v,,Parchment,Latin,278,,Archdeaconry of York,,,,,Archives and manuscripts,Leases,appropriated churches,,,,,,,,,
22 v - 22 v,,Parchment,Latin,279,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
22 v - 22 v,,Parchment,Latin,280,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
22 v - 23 r,,Parchment,Latin,281,,Archdeaconry of York,,,,,Liturgy and worship,Prayers,for state of king,,,,,,,,,
23 r - 23 r,,Parchment,Latin,282,,Archdeaconry of York,,,,,Liturgy and worship,Prayers,for state of king,"Sins, correction and forgiveness",Indulgences,,,,,,,
23 r - 23 r,,Parchment,Latin,283,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
23 r - 23 r,,Parchment,Latin,284,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
23 r - 23 r,,Parchment,Latin,285,,Archdeaconry of York,,commission to receive,,,Benefice and office holding,Retirement,prior,,,,,,,,,
23 r - 23 r,,Parchment,Latin,286,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
23 r - 23 r,,Parchment,Latin,287,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
23 r - 23 r,,Parchment,Latin,288,,Archdeaconry of York,,,,,"Courts, Ecclesiastical",Testament,,,,,,,,,,
23 r - 23 r,,Parchment,Latin,289,,Archdeaconry of York,,,,,"Courts, Ecclesiastical",Probate,testament,,,,,,,,,
23 r - 23 r,,Parchment,Latin,290,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
23 r - 23 r,,Parchment,Latin,291,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
23 r - 23 r,,Parchment,Latin,292,,Archdeaconry of York,,commission to confirm,,,Benefice and office holding,Elections,prior,,,,,,,,,
23 v - 23 v,,Parchment,Latin,293,,Archdeaconry of York,,,,,Taxation,Clerical taxation,"subsidies, clerical poll tax, 1377, York province",,,,,,,,,
23 v - 23 v,,Parchment,Latin,294,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
23 v - 23 v,,Parchment,Latin,295,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
23 v - 23 v,,Parchment,Latin,296,,Archdeaconry of York,,,,,"Courts, Ecclesiastical",Testament,,,,,,,,,,
23 v - 23 v,,Parchment,Latin,297,,Archdeaconry of York,,,,,"Courts, Ecclesiastical",Probate,testaments,,,,,,,,,
23 v - 23 v,,Parchment,Latin,298,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
23 v - 23 v,,Parchment,Latin,299,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
23 v - 23 v,,Parchment,Latin,300,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
23 v - 23 v,,Parchment,Latin,301,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
23 v - 23 v,,Parchment,Latin,302,,Archdeaconry of York,,vacated entry,,,Benefice and office holding,Institutions,unspecified,,,,,,,,,
23 v - 23 v,,Parchment,Latin,303,,Archdeaconry of York,,"mandate, vacated entry",,,Benefice and office holding,Inductions,unspecified,,,,,,,,,
23 v - 23 v,,Parchment,Latin,304,,Archdeaconry of York,,,,,Benefice and office holding,Collations,chantry chaplain,,,,,,,,,
23 v - 23 v,,Parchment,Latin,305,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
24 r - 24 r,,Parchment,Latin,306,,Archdeaconry of York,,commission for,,,Benefice and office holding,Admissions,canon,,,,,,,,,
24 r - 24 r,,Parchment,Latin,307,,Archdeaconry of York,"Testamenta, p. 84",,,,"Courts, Ecclesiastical",Testament,,,,,,,,,,
24 r - 24 r,,Parchment,Latin,308,,Archdeaconry of York,,,,,Liturgy and worship,Prayers,for king,,,,,,,,,
24 v - 24 v,,Parchment,Latin,309,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
24 v - 24 v,,Parchment,Latin,310,,Archdeaconry of York,,,,,"Wars, rebellions and warfare",Array,clergy,,,,,,,,,
24 v - 24 v,,Parchment,Latin,311,,Archdeaconry of York,,,,,Benefice and office holding,Non-residence,fixed term,,,,,,,,,
24 v - 25r,,Parchment,Latin,312,,Archdeaconry of York,,,,,Poverty,Poverty,religious houses,,,,,,,,,
25 r - 25 r,,Parchment,Latin,313,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
25 r - 25 r,,Parchment,Latin,314,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
25 r - 25 r,,Parchment,Latin,315,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
25 r - 25 r,,Parchment,Latin,316,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
25 r - 25 r,,Parchment,Latin,317,,Archdeaconry of York,,,,,Benefice and office holding,Non-residence,fixed term,,,,,,,,,
25 r - 25 r,,Parchment,Latin,318,,Archdeaconry of York,,,,,Benefice and office holding,Non-residence,fixed term,,,,,,,,,
25 r - 25 r,,Parchment,Latin,319,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,Benefice and office holding,Absence,service,,,,,,
25 r - 25 r,,Parchment,Latin,320,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
25 r - 25 r,,Parchment,Latin,321,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
25 r - 25 r,,Parchment,Latin,322,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
25 r - 25 r,,Parchment,Latin,323,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
25 r - 25 r,,Parchment,Latin,324,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
25 v - 25 v,,Parchment,Latin,325,,Archdeaconry of York,,,,,Liturgy and worship,Masses,private,Religious orders,Mendicant friars,,,,,,,
25 v - 25 v,,Parchment,Latin,326,,Archdeaconry of York,,,,,Benefice and office holding,Non-residence,fixed term,Benefice and office holding,Non-residence,"study, 'cum ex eo'",,,,,,
25 v - 25 v,,Parchment,Latin,327,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
25 v - 25 v,,Parchment,Latin,328,,Archdeaconry of York,,,,,Benefice and office holding,Non-residence,fixed term,,,,,,,,,
25 v - 25 v,,Parchment,Latin,329,,Archdeaconry of York,,,,,Taxation,Clerical taxation,"tenths, 1378, York province",,,,,,,,,
25 v - 25 v,,Parchment,Latin,330,a,Archdeaconry of York,,,,,Taxation,Clerical taxation,"tenths, 1378, York province",,,,,,,,,
25 v - 25 v,,Parchment,Latin,330,b,Archdeaconry of York,,,,,Taxation,Clerical taxation,"tenths, 1378, York province",,,,,,,,,
25 v - 25 v,,Parchment,Latin,330,c,Archdeaconry of York,,,,,Taxation,Clerical taxation,"tenths, 1378, York province",,,,,,,,,
25 v - 25 v,,Parchment,Latin,330,d,Archdeaconry of York,,,,,Taxation,Clerical taxation,"tenths, 1378, York province",,,,,,,,,
26 r - 26 r,,Parchment,Latin,331,,Archdeaconry of York,,testimonial on receipt of,,,"Clergy and Religious, marks/symbols of office",Tonsures,first,,,,,,,,,
26 r - 26 r,,Parchment,Latin,332,,Archdeaconry of York,,"marginal heading for induction, but no corresponding entry",,,Benefice and office holding,Institutions,parish priest,,,,,,,,,
26 r - 26 r,,Parchment,Latin,333,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
26 r - 26 r,,Parchment,Latin,334,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
26 r - 26 r,,Parchment,Latin,335,,Archdeaconry of York,,,,,Benefice and office holding,Non-residence,fixed term,,,,,,,,,
26 r - 26 r,,Parchment,Latin,336,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
26 r - 26 r,,Parchment,Latin,337,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
26 r - 26 r,,Parchment,Latin,338,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
26 r - 26 r,,Parchment,Latin,339,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
26 r - 26 r,,Parchment,Latin,340,,Archdeaconry of York,,,,,Benefice and office holding,Collations,chantry chaplain,,,,,,,,,
26 r - 26 r,,Parchment,Latin,341,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
26 v - 26 v,,Parchment,Latin,342,,Archdeaconry of York,,,,,"Courts, Ecclesiastical",Testament,,,,,,,,,,
26 v - 26 v,,Parchment,Latin,343,,Archdeaconry of York,,,,,Benefice and office holding,Inductions,parish priest,,,,,,,,,
26 v - 26 v,,Parchment,Latin,344,,Archdeaconry of York,,,,,Benefice and office holding,Collations,chantry chaplain,,,,,,,,,
26 v - 26 v,,Parchment,Latin,345,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
26 v - 26 v,,Parchment,Latin,346,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
26 v - 26 v,,Parchment,Latin,347,,Archdeaconry of York,,,,,Benefice and office holding,Collations,chantry chaplain,,,,,,,,,
26 v - 26 v,,Parchment,Latin,348,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplains,,,,,,,,,
27 r - 27 r,,Parchment,Latin,349,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
27 r - 27 r,,Parchment,Latin,350,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
27 r - 27 r,,Parchment,Latin,351,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,master of Hospital,,,,,,,,,
27 r - 27 r,,Parchment,Latin,352,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,master of Hospital,,,,,,,,,
27 r - 27 r,,Parchment,Latin,353,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
27 r - 27 r,,Parchment,Latin,354,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
27 r - 27 v,,Parchment,Latin,355,,Archdeaconry of York,,,,,Benefices,Ordinances,chantry,,,,,,,,,
27 v - 27 v,,Parchment,Latin,356,,Archdeaconry of York,,,,,Benefice and office holding,Inductions,rector,,,,,,,,,
27 v - 27 v,,Parchment,Latin,357,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
27 v - 27 v,,Parchment,Latin,358,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
28 r - 28 r,,Parchment,Latin,359,,Archdeaconry of York,,,,,Benefice and office holding,Exchanges,,,,,,,,,,
28 r - 28 r,,Parchment,Latin,360,,Archdeaconry of York,,,,,Benefice and office holding,Inductions,parish priest,,,,,,,,,
28 r - 28 r,,Parchment,Latin,361,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
28 r - 28 r,,Parchment,Latin,362,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
28 r - 28 r,,Parchment,Latin,363,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
28 r - 28 r,,Parchment,Latin,364,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
28 r - 28 r,,Parchment,Latin,365,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
28 r - 28 r,,Parchment,Latin,366,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector (moiety),,,,,,,,,
28 r - 28 r,,Parchment,Latin,367,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector (moiety),,,,,,,,,
28 r - 28 r,,Parchment,Latin,368,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
28 r - 28 r,,Parchment,Latin,369,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
28 r - 28 r,,Parchment,Latin,370,,Archdeaconry of York,,,,,Benefice and office holding,Non-residence,fixed term,,,,,,,,,
28 r - 28 r,,Parchment,Latin,371,,Archdeaconry of York,,,,,Benefice and office holding,Non-residence,fixed term,,,,,,,,,
28 r - 28 r,,Parchment,Latin,372,,Archdeaconry of York,,,,,Benefice and office holding,Inductions,rector,,,,,,,,,
28 r - 28 r,,Parchment,Latin,373,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
28 r - 28 r,,Parchment,Latin,374,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
