New Folio No. and Face,Position in volume,Format,Language,Entry No.,Entry Part,Section - Type,Printed,Document Notes,Editors' Notes,Condition - Conservation Survey,Subject - Main heading 1,Subject - Sub-heading 1,Subject - Sub-sub-heading 1,Subject - Main heading 2,Subject - Sub-heading 2,Subject - Sub-sub-heading 2,Subject - Main heading 3,Subject - Sub-heading 3,Subject - Sub-sub-heading 3,Subject - Main heading 4,Subject - Sub-heading 4,Subject - Sub-sub-heading 4
28 r - 28 r,,Parchment,Latin,362,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
28 r - 28 r,,Parchment,Latin,363,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
28 r - 28 r,,Parchment,Latin,364,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
28 r - 28 r,,Parchment,Latin,365,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
28 r - 28 r,,Parchment,Latin,366,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector (moiety),,,,,,,,,
28 r - 28 r,,Parchment,Latin,367,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector (moiety),,,,,,,,,
28 r - 28 r,,Parchment,Latin,368,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
28 r - 28 r,,Parchment,Latin,369,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
28 r - 28 r,,Parchment,Latin,370,,Archdeaconry of York,,,,,Benefice and office holding,Non-residence,fixed term,,,,,,,,,
28 r - 28 r,,Parchment,Latin,371,,Archdeaconry of York,,,,,Benefice and office holding,Non-residence,fixed term,,,,,,,,,
28 r - 28 r,,Parchment,Latin,372,,Archdeaconry of York,,,,,Benefice and office holding,Inductions,rector,,,,,,,,,
28 r - 28 r,,Parchment,Latin,373,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
28 r - 28 r,,Parchment,Latin,374,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
28 v - 28 v,,Parchment,Latin,375,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
28 v - 28 v,,Parchment,Latin,376,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
28 v - 29 r,,Parchment,Latin,377,,Archdeaconry of York,,confirmation of,,,Benefices,Ordinances,chantry,,,,,,,,,
29 r - 29 r,,Parchment,Latin,378,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
29 r - 29 r,,Parchment,Latin,379,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
29 r - 29 r,,Parchment,Latin,380,,Archdeaconry of York,,by biretta,,,Benefice and office holding,Collations,canon and prebendary,,,,,,,,,
29 r - 29 r,,Parchment,Latin,381,,Archdeaconry of York,,,,,Benefice and office holding,Inductions,rector,,,,,,,,,
29 r - 29 r,,Parchment,Latin,382,,Archdeaconry of York,,,,,"Dues and offerings, Ecclesiastical",Customary payments,"parish church (tithes, oblations, mortuaries), approval of payment",Poverty,Poverty,benefices,,,,,,
29 r - 29 r,,Parchment,Latin,383,,Archdeaconry of York,,,,,Benefice and office holding,Inductions,parish priest,,,,,,,,,
29 r - 29 r,,Parchment,Latin,384,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
29 r - 29 r,,Parchment,Latin,385,,Archdeaconry of York,,,,,Benefice and office holding,Collations,chantry chaplain,,,,,,,,,
29 v - 29 v,,Parchment,Latin,386,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
29 v - 29 v,,Parchment,Latin,387,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
29 v - 29 v,,Parchment,Latin,388,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
29 v - 29 v,,Parchment,Latin,389,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
29 v - 29 v,,Parchment,Latin,390,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
29 v - 29 v,,Parchment,Latin,391,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
29 v - 29 v,,Parchment,Latin,392,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
29 v - 29 v,,Parchment,Latin,393,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
29 v - 29 v,,Parchment,Latin,394,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
29 v - 29 v,,Parchment,Latin,395,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
29 v - 29 v,,Parchment,Latin,396,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
29 v - 29 v,,Parchment,Latin,397,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
29 v - 29 v,,Parchment,Latin,398,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
29 v - 29 v,,Parchment,Latin,399,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
29 v - 29 v,,Parchment,Latin,400,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
29 v - 29 v,,Parchment,Latin,401,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
29 v - 29 v,,Parchment,Latin,402,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
29 v - 29 v,,Parchment,Latin,403,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
29 v - 29 v,,Parchment,Latin,404,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
29 v - 29 v,,Parchment,Latin,405,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
30 r - 30 r,,Parchment,Latin,406,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector (moiety),,,,,,,,,
30 r - 30 r,,Parchment,Latin,407,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector (moiety),,,,,,,,,
30 r - 30 r,,Parchment,Latin,408,,Archdeaconry of York,,,,,Benefices,Appropriations,churches,,,,,,,,,
30 r - 30 r,,Parchment,Latin,409,,Archdeaconry of York,,notarial subscription,,,Benefices,Appropriations,churches,,,,,,,,,
30 v - 30 v,,Parchment,Latin,410,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
30 v - 30 v,,Parchment,Latin,411,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
30 v - 30 v,,Parchment,Latin,412,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
30 v - 30 v,,Parchment,Latin,413,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
30 v - 30 v,,Parchment,Latin,414,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
30 v - 30 v,,Parchment,Latin,415,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
30 v - 30 v,,Parchment,Latin,416,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
30 v - 30 v,,Parchment,Latin,417,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
30 v - 30 v,,Parchment,Latin,418,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
30 v - 30 v,,Parchment,Latin,419,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
30 v - 30 v,,Parchment,Latin,420,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
30 v - 30 v,,Parchment,Latin,421,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
30 v - 30 v,,Parchment,Latin,422,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
30 v - 30 v,,Parchment,Latin,423,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
30 v - 30 v,,Parchment,Latin,424,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
31 r - 31 r,,Parchment,Latin,425,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
31 r - 31 r,,Parchment,Latin,426,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
31 r - 31 r,,Parchment,Latin,427,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chaplain,,,,,,,,,
31 r - 31 r,,Parchment,Latin,428,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chaplain,,,,,,,,,
31 r - 31 r,,Parchment,Latin,429,,Archdeaconry of York,,letters testimonial,,,Benefice and office holding,Confirmations,abbot,,,,,,,,,
31 r - 31 r,,Parchment,Latin,430,,Archdeaconry of York,,,,,Benefice and office holding,Submission,to head of religious house,,,,,,,,,
31 r - 31 r,,Parchment,Latin,431,,Archdeaconry of York,,commission for,,,Benefice and office holding,Installations,abbot,,,,,,,,,
31 r - 31 r,,Parchment,Latin,432,,Archdeaconry of York,,,,,Benefice and office holding,Oaths of obedience,abbot,,,,,,,,,
31 v - 31 v,,Parchment,Latin,433,,Archdeaconry of York,,,,,Benefice and office holding,Profession,abbot,,,,,,,,,
31 v - 31 v,,Parchment,Latin,434,,Archdeaconry of York,,attestation of,,,Benefice and office holding,Profession,abbot,,,,,,,,,
31 v - 31 v,,Parchment,Latin,435,,Archdeaconry of York,,,,,Property and tenure,Temporalities,abbot,,,,,,,,,
31 v - 31 v,,Parchment,Latin,436,,Archdeaconry of York,,,,,Benefice and office holding,Collations,chantry chaplain,,,,,,,,,
31 v - 31 v,,Parchment,Latin,437,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
31 v - 31 v,,Parchment,Latin,438,,Archdeaconry of York,,,,,"Councils, Convocations and Synods",Synods,licence not to attend,,,,,,,,,
31 v - 31 v,,Parchment,Latin,439,,Archdeaconry of York,,,,,"Courts, Ecclesiastical",Testament,,,,,,,,,,
31 v - 31 v,,Parchment,Latin,440,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
31 v - 31 v,,Parchment,Latin,441,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
32 r - 32 r,,Parchment,Latin,442,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
32 r - 32 r,,Parchment,Latin,443,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
32 r - 32 r,,Parchment,Latin,444,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
32 r - 32 r,,Parchment,Latin,445,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
32 r - 32 r,,Parchment,Latin,446,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
32 r - 32 r,,Parchment,Latin,447,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
32 r - 32 r,,Parchment,Latin,448,,Archdeaconry of York,"Testamenta, pp. 123-4",,,,"Courts, Ecclesiastical",Testament,,,,,,,,,,
32 r - 32 r,,Parchment,Latin,449,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,provost,,,,,,,,,
32 r - 32 r,,Parchment,Latin,450,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,provost,,,,,,,,,
32 r - 32 r,,Parchment,Latin,451,,Archdeaconry of York,,,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
32 v - 32 v,,Parchment,Latin,452,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector (moiety),,,,,,,,,
32 v - 32 v,,Parchment,Latin,453,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector (moiety),,,,,,,,,
32 v - 32 v,,Parchment,Latin,454,,Archdeaconry of York,,,,,Benefice and office holding,Inductions,rector,,,,,,,,,
32 v - 32 v,,Parchment,Latin,455,A,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
32 v - 32 v,,Parchment,Latin,455,B,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
32 v - 32 v,,Parchment,Latin,456,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
32 v - 32 v,,Parchment,Latin,457,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
32 v - 32 v,,Parchment,Latin,458,,Archdeaconry of York,,,,,Benefice and office holding,Exchanges,,,,,,,,,,
32 v - 32 v,,Parchment,Latin,459,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
32 v - 32 v,,Parchment,Latin,460,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
33 r - 33 r,,Parchment,Latin,461,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
33 r - 33 r,,Parchment,Latin,462,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
33 r - 33 r,,Parchment,Latin,463,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
33 r - 33 r,,Parchment,Latin,464,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
33 r - 33 r,,Parchment,Latin,465,,Archdeaconry of York,,,,,"Courts, Ecclesiastical",Testament,,,,,,,,,,
33 r - 33 r,,Parchment,Latin,466,,Archdeaconry of York,,,,,"Wars, rebellions and warfare",Array,clergy,,,,,,,,,
33 v - 33 v,,Parchment,Latin,467,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
33 v - 33 v,,Parchment,Latin,468,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
33 v - 33 v,,Parchment,Latin,469,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
33 v - 33 v,,Parchment,Latin,470,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
33 v - 33 v,,Parchment,Latin,471,,Archdeaconry of York,,,,,"Sins, correction and forgiveness",Dispensations,"absence, fixed term","Sins, correction and forgiveness",Dispensations,"study, 'cum ex eo'",,,,,,
33 v - 33 v,,Parchment,Latin,472,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
33 v - 33 v,,Parchment,Latin,473,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
33 v - 33 v,,Parchment,Latin,474,,Archdeaconry of York,,,,,"Courts, Ecclesiastical",Testament,,,,,,,,,,
33 v - 33 v,,Parchment,Latin,475,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
33 v - 33 v,,Parchment,Latin,476,,Archdeaconry of York,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
34 r - 34 r,,Parchment,Latin,477,,Archdeaconry of York,,order for quiet enjoyment,,Obscured text - cockling,"Occupations, offices and status",Canonry and prebend,possessions of,,,,,,,,,
34 r - 34 r,,Parchment,Latin,478,,Archdeaconry of York,,,,Obscured text - cockling,Benefice and office holding,Admissions,canon and prebendary,,,,,,,,,
34 r - 34 r,,Parchment,Latin,479,,Archdeaconry of York,,,,Obscured text - cockling,Benefice and office holding,Admissions,canon and prebendary,,,,,,,,,
34 r - 34 r,,Parchment,Latin,480,,Archdeaconry of York,,,,Obscured text - cockling,Benefice and office holding,Exchanges,commission to expedite,,,,,,,,,
34 r - 34 r,,Parchment,Latin,481,,Archdeaconry of York,,,,Obscured text - cockling,Benefice and office holding,Institutions,rector,,,,,,,,,
34 r - 34 r,,Parchment,Latin,482,,Archdeaconry of York,,mandate,,Obscured text - cockling,Benefice and office holding,Inductions,rector,,,,,,,,,
34 r - 34 r,,Parchment,Latin,483,,Archdeaconry of York,,"unfinished entry; document addressed to Sir Thomas Wilde, chaplain, presumably rel to institution?",,Obscured text - cockling,No subject,No subject,No subject,,,,,,,,,
34 v - 34 v,,Parchment,Latin,484,,Archdeaconry of York,,,,,Benefice and office holding,Admissions,canon and prebendary,,,,,,,,,
34 v - 35 r,,Parchment,Latin,485,a,Archdeaconry of York,,,,,Benefices,Ordinances,chantry,,,,,,,,,
35 v - 35 v,,Parchment,,485,b,Archdeaconry of York,,,,,No subject,No subject,No subject,,,,,,,,,
36 r - 36 r,,Parchment,Latin,486,,Archdeaconry of Cleveland,,confirmation of,,,Benefice and office holding,Elections,abbot,,,,,,,,,
36 r - 36 v,,Parchment,Latin,487,,Archdeaconry of Cleveland,,notarial instrument,,,Benefice and office holding,Benedictions,abbot,,,,,,,,,
36 v - 36 v,,Parchment,Latin,488,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Benedictions,abbot,,,,,,,,,
36 v - 36 v,,Parchment,Latin,489,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Submission,to head of religious house,,,,,,,,,
36 v - 36 v,,Parchment,Latin,490,,Archdeaconry of Cleveland,,mandate,,,Benefice and office holding,Installations,abbot,,,,,,,,,
36 v - 36 v,,Parchment,Latin,491,,Archdeaconry of Cleveland,,,,,Property and tenure,Temporalities,abbot,,,,,,,,,
36 v - 36 v,,Parchment,Latin,492,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Oaths of obedience,abbot,,,,,,,,,
36 v - 36 v,,Parchment,Latin,493,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
37 r - 37 r,,Parchment,Latin,494,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Inductions,rector,,,,,,,,,
37 r - 37 r,,Parchment,Latin,495,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Oaths of office,rectors,,,,,,,,,
37 r - 37 r,,Parchment,Latin,496,,Archdeaconry of Cleveland,,,,,"Courts, Ecclesiastical",Inventory,order to take (goods of intestate),,,,,,,,,
37 r - 37 r,,Parchment,Latin,497,,Archdeaconry of Cleveland,,notarial instrument,,,Benefice and office holding,Resignation,rector (moiety),,,,,,,,,
37 r - 37 r,,Parchment,Latin,498,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Institutions,rector (moiety),,,,,,,,,
37 v - 37 v,,Parchment,Latin,499,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Inductions,rector (moiety),,,,,,,,,
37 v - 37 v,,Parchment,Latin,500,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
37 v - 37 v,,Parchment,Latin,501,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Absence,fixed term,Benefice and office holding,Absence,study,,,,,,
37 v - 37 v,,Parchment,Latin,502,,Archdeaconry of Cleveland,,,,,"Rites, Sacraments, Sacramentals, Ceremonies and equipment",Enclosures,anchoresses,,,,,,,,,
37 v - 37 v,,Parchment,Latin,503,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
37 v - 37 v,,Parchment,Latin,504,,Archdeaconry of Cleveland,,,,,"Sins, correction and forgiveness",Dispensations,"absence, fixed term","Sins, correction and forgiveness",Dispensations,"not to obtain orders higher than subdeacon, 'cum ex eo'",,,,,,
37 v - 37 v,,Parchment,Latin,505,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
37 v - 37 v,,Parchment,Latin,506,,Archdeaconry of Cleveland,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
37 v - 37 v,,Parchment,Latin,507,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
37 v - 37 v,,Parchment,Latin,508,,Archdeaconry of Cleveland,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
37 v - 37 v,,Parchment,Latin,509,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
37 v - 37 v,,Parchment,Latin,510,,Archdeaconry of Cleveland,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
37 v - 37 v,,Parchment,Latin,511,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Non-residence,fixed term,,,,,,,,,
38 r - 38 r,,Parchment,Latin,512,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Collations,chantry chaplain,,,,,,,,,
38 r - 38 r,,Parchment,Latin,513,,Archdeaconry of Cleveland,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
38 r - 38 r,,Parchment,Latin,514,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
38 r - 38 r,,Parchment,Latin,515,,Archdeaconry of Cleveland,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
38 r - 38 v,,Parchment,Latin,516,,Archdeaconry of Cleveland,,,,,Visitation,Visitations,clergy and people,,,,,,,,,
38 v - 38 v,,Parchment,Latin,517,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
38 v - 38 v,,Parchment,Latin,518,,Archdeaconry of Cleveland,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
38 v - 38 v,,Parchment,Latin,519,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Non-residence,fixed term,,,,,,,,,
38 v - 38 v,,Parchment,Latin,520,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Resignation,,,,,,,,,,
38 v - 38 v,,Parchment,Latin,521,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Non-residence,fixed term,,,,,,,,,
38 v - 38 v,,Parchment,Latin,522,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
38 v - 38 v,,Parchment,Latin,523,,Archdeaconry of Cleveland,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
38 v - 39 r,,Parchment,Latin,524,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Exchanges,,,,,,,,,,
39 r - 39 r,,Parchment,Latin,525,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
39 r - 39 r,,Parchment,Latin,526,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Institutions,rector (moiety),,,,,,,,,
39 r - 39 r,,Parchment,Latin,527,,Archdeaconry of Cleveland,,mandate,,,Benefice and office holding,Inductions,rector (moiety),,,,,,,,,
39 r - 39 r,,Parchment,Latin,528,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
39 r - 39 r,,Parchment,Latin,529,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Collations,rector,,,,,,,,,
39 r - 39 r,,Parchment,Latin,530,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
39 r - 39 v,,Parchment,Latin,531,,Archdeaconry of Cleveland,,,,,"Sins, correction and forgiveness",Indulgences,for heretic,,,,,,,,,
39 v - 39 v,,Parchment,Latin,532,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
39 v - 39 v,,Parchment,Latin,533,,Archdeaconry of Cleveland,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
39 v - 39 v,,Parchment,Latin,534,,Archdeaconry of Cleveland,,,,,"Finance, Money, Accounts and accounting",Acquittances,procurations,,,,,,,,,
39 v - 39 v,,Parchment,Latin,535,,Archdeaconry of Cleveland,,,,,"Occupations, offices and status",Chantry priest,,"Income, revenue and profits",Revenues,chantry,,,,,,
39 v - 39 v,,Parchment,Latin,536,,Archdeaconry of Cleveland,,,,,"Councils, Convocations and Synods",Synods,licence not to attend,,,,,,,,,
39 v - 39 v,,Parchment,Latin,537,,Archdeaconry of Cleveland,,"noted 'as for Rievaulx above', but relevant entry not yet found",,,Archives and manuscripts,Leases,appropriated churches,,,,,,,,,
39 v - 39 v,,Parchment,Latin,538,,Archdeaconry of Cleveland,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Divine service,"suspension, relaxation",,,,,,
39 v - 39 v,,Parchment,Latin,539,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
39 v - 39 v,,Parchment,Latin,540,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Absence,fixed term,Benefice and office holding,Absence,"synods, not to attend",,,,,,
39 v - 39 v,,Parchment,Latin,541,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Absence,service,,,,,,,,,
39 v - 39 v,,Parchment,Latin,542,,Archdeaconry of Cleveland,,,,,Benefice and office holding,Absence,service,,,,,,,,,
40 r - 40 r,,Parchment,Latin,543,,Archdeaconry of Cleveland,,,,Obscured text - folds/damage,Benefice and office holding,Institutions,rector,,,,,,,,,
40 r - 40 r,,Parchment,Latin,544,,Archdeaconry of Cleveland,,mandate,,Obscured text - folds/damage,Benefice and office holding,Inductions,rector,,,,,,,,,
40 r - 40 r,,Parchment,Latin,545,,Archdeaconry of Cleveland,,"order to enquire into and certify the behaviour ('vita et conversatio') of clerk, rel to purgation",,Obscured text - folds/damage,"Sins, correction and forgiveness",Purgation,inquiries into,,,,,,,,,
40 r - 40 r,,Parchment,Latin,546,,Archdeaconry of Cleveland,,order to make public proclamations citing those who object to the purgation of clerk,,Obscured text - folds/damage,"Sins, correction and forgiveness",Purgation,inquiries into,,,,,,,,,
40 r - 40 r,,Parchment,Latin,547,,Archdeaconry of Cleveland,,,,Obscured text - folds/damage,Benefice and office holding,Exchanges,commission to expedite,,,,,,,,,
40 r - 40 r,,Parchment,Latin,548,,Archdeaconry of Cleveland,,,,Obscured text - folds/damage,Benefice and office holding,Absence,fixed term,,,,,,,,,
40 r - 40 r,,Parchment,Latin,549,,Archdeaconry of Cleveland,,,,Obscured text - folds/damage,"Income, Revenues and Profits",Revenues,inquiries into,Benefices,Appropriations,churches,,,,,,
40 v - 40 v,,Parchment,Latin,550,,Archdeaconry of Cleveland,,,,Obscured text - folds/damage,Visitation,Visitations,religious houses,,,,,,,,,
40 v - 40 v,,Parchment,Latin,551,,Archdeaconry of Cleveland,,,,Obscured text - folds/damage,Archives and manuscripts,Leases,appropriated churches,,,,,,,,,
40 v - 40 v,,Parchment,Latin,552,,Archdeaconry of Cleveland,,"vacated entry, because registered in the next entry",,Obscured text - folds/damage,Benefice and office holding,Institutions,vicar,,,,,,,,,
40 v - 40 v,,Parchment,Latin,553,,Archdeaconry of Cleveland,,,,Obscured text - folds/damage,Benefice and office holding,Institutions,vicar,,,,,,,,,
40 v - 40 v,,Parchment,Latin,554,,Archdeaconry of Cleveland,,mandate,,Obscured text - folds/damage,Benefice and office holding,Inductions,vicar,,,,,,,,,
40 v - 40 v,,Parchment,Latin,555,,Archdeaconry of Cleveland,,,,Obscured text - folds/damage,Benefice and office holding,Institutions,rector,,,,,,,,,
40 v - 40 v,,Parchment,Latin,556,,Archdeaconry of Cleveland,,,,Obscured text - folds/damage,Benefice and office holding,Absence,fixed term,,,,,,,,,
